order_id,customer_id,order_amount,order_year,channel
8004,1713,45.16,2022,Online
8005,2346,359.78,2023,Online
8006,300,170.1,2020,Online
8007,4225,129.4,2021,Online
8008,1907,101.44,2024,Online
8009,2486,239.92,2020,In-Store
8010,207,158.88,2019,Online
8011,294,356.0,2021,In-Store
8012,1874,168.44,2020,Online
8013,3759,348.32,2019,In-Store
8014,2089,130.42,2022,In-Store
8015,1773,235.19,2019,Online
8016,2864,61.64,2023,In-Store
8017,4722,180.73,2024,In-Store
8018,4374,550.32,2023,In-Store
8019,3427,66.42,2022,In-Store
8020,529,290.28,2022,Online
8021,2134,557.09,2022,In-Store
8022,1925,110.97,2019,In-Store
8023,4789,150.03,2019,Online
8024,1361,107.12,2022,Online
8025,863,342.4,2019,Online
8026,3217,361.65,2023,In-Store
8027,2363,465.49,2020,In-Store
8028,4321,590.52,2021,In-Store
8029,3495,56.85,2022,Online
8030,1968,356.35,2023,Online
8031,68,487.74,2019,In-Store
8032,1643,435.12,2021,Online
8033,1021,94.91,2022,Online
8034,3144,346.2,2019,In-Store
8035,1471,349.06,2019,In-Store
8036,1383,151.12,2021,In-Store
8037,2931,236.97,2019,In-Store
8038,1337,18.19,2021,In-Store
8039,3167,284.44,2023,In-Store
8040,1243,181.64,2022,In-Store
8041,1706,211.61,2019,In-Store
8042,3200,189.67,2020,In-Store
8043,2595,175.24,2021,In-Store
8044,3938,65.61,2023,Online
8045,1680,126.63,2024,In-Store
8046,1316,280.69,2020,In-Store
8047,4827,453.3,2022,In-Store
8048,568,95.21,2023,Online
8049,2705,250.31,2021,Online
8050,2452,202.78,2023,In-Store
8051,1749,433.05,2024,In-Store
8052,4692,182.05,2023,In-Store
8053,648,543.85,2023,Online
8054,2194,166.32,2022,In-Store
8055,2809,160.04,2020,Online
8056,125,105.97,2023,In-Store
8057,1538,328.36,2019,Online
8058,4576,507.42,2023,Online
8059,4808,138.51,2023,Online
8060,1971,163.39,2022,In-Store
8061,2763,103.8,2022,Online
8062,1818,48.65,2022,In-Store
8063,815,114.04,2024,Online
8064,3102,155.07,2022,In-Store
8065,4152,419.35,2023,Online
8066,1655,107.39,2023,In-Store
8067,132,162.68,2021,In-Store
8068,231,221.87,2022,Online
8069,395,78.71,2021,In-Store
8070,3574,305.37,2020,Online
8071,982,158.59,2022,Online
8072,933,129.78,2024,Online
8073,1410,485.26,2024,Online
8074,2956,524.03,2020,Online
8075,4629,91.69,2024,In-Store
8076,4651,347.42,2019,Online
8077,2742,638.98,2023,Online
8078,2939,175.81,2023,In-Store
8079,3421,243.39,2021,Online
8080,2505,203.11,2023,Online
8081,3034,353.42,2020,Online
8082,3980,112.23,2023,In-Store
8083,3824,111.94,2022,Online
8084,4481,119.51,2019,Online
8085,712,91.63,2021,Online
8086,2977,91.38,2021,Online
8087,1472,180.91,2021,Online
8088,3700,146.44,2022,Online
8089,3187,260.05,2023,In-Store
8090,4750,115.04,2022,Online
8091,1143,253.31,2020,Online
8092,3982,197.64,2024,In-Store
8093,2569,635.14,2023,Online
8094,1609,189.49,2022,Online
8095,4634,271.5,2020,In-Store
8096,3823,81.65,2020,In-Store
8097,1898,95.28,2022,Online
8098,2193,563.72,2022,In-Store
8099,4073,302.21,2019,In-Store
8100,1092,271.54,2022,In-Store
8101,700,188.17,2021,Online
8102,4093,210.75,2023,In-Store
8103,1902,177.53,2020,Online
8104,2179,299.69,2021,In-Store
8105,733,201.31,2024,In-Store
8106,513,343.41,2021,Online
8107,2688,99.74,2020,In-Store
8108,4097,193.34,2024,In-Store
8109,3757,70.47,2023,In-Store
8110,432,412.33,2019,Online
8111,4495,284.84,2019,Online
8112,808,50.89,2024,In-Store
8113,1280,268.38,2021,Online
8114,2222,178.35,2021,In-Store
8115,855,420.09,2022,Online
8116,3213,389.62,2019,Online
8117,2587,495.42,2019,In-Store
8118,4841,350.15,2023,Online
8119,2769,186.63,2022,In-Store
8120,4339,240.91,2020,Online
8121,3341,129.82,2020,In-Store
8122,3229,161.59,2023,In-Store
8123,1620,316.99,2020,In-Store
8124,276,65.4,2019,In-Store
8125,4104,268.07,2021,Online
8126,3864,298.36,2022,In-Store
8127,715,328.68,2020,Online
8128,2081,122.7,2020,Online
8129,810,549.09,2020,Online
8130,3727,296.51,2020,Online
8131,3979,398.79,2021,In-Store
8132,862,65.27,2021,Online
8133,37,44.49,2024,In-Store
8134,3812,63.71,2023,Online
8135,2082,213.01,2019,In-Store
8136,455,336.8,2020,Online
8137,4540,155.62,2023,In-Store
8138,3309,162.28,2019,In-Store
8139,4308,26.74,2021,Online
8140,3212,162.85,2020,Online
8141,2656,157.71,2021,Online
8142,982,98.48,2024,In-Store
8143,4392,133.38,2020,Online
8144,152,494.39,2021,In-Store
8145,3295,227.35,2023,In-Store
8146,600,203.83,2023,In-Store
8147,1323,128.84,2021,In-Store
8148,1512,258.2,2021,In-Store
8149,2259,814.73,2022,In-Store
8150,232,320.69,2020,In-Store
8151,2743,154.43,2022,In-Store
8152,4463,172.85,2021,Online
8153,4577,375.94,2023,Online
8154,572,737.01,2020,In-Store
8155,1203,59.95,2023,In-Store
8156,1508,189.78,2021,In-Store
8157,1613,171.64,2022,In-Store
8158,3567,374.31,2020,In-Store
8159,4041,195.88,2024,Online
8160,1571,406.86,2022,Online
8161,1040,45.72,2020,Online
8162,1426,283.31,2024,In-Store
8163,4082,374.49,2024,Online
8164,171,38.94,2023,Online
8165,189,278.01,2019,Online
8166,4882,73.52,2020,Online
8167,4679,173.51,2021,In-Store
8168,600,161.24,2020,Online
8169,4942,76.71,2024,In-Store
8170,4018,214.7,2021,Online
8171,3333,160.37,2019,Online
8172,3577,131.08,2019,In-Store
8173,2390,603.77,2023,In-Store
8174,954,377.85,2023,Online
8175,1626,259.66,2019,In-Store
8176,1871,152.34,2020,Online
8177,4262,49.59,2024,Online
8178,2025,110.02,2020,Online
8179,4330,114.84,2023,In-Store
8180,641,559.34,2020,Online
8181,1828,43.74,2020,In-Store
8182,4703,147.29,2020,Online
8183,540,283.32,2020,Online
8184,2366,220.58,2021,Online
8185,4439,156.95,2023,Online
8186,3502,97.49,2019,In-Store
8187,3948,275.34,2019,In-Store
8188,3027,169.01,2021,In-Store
8189,4733,561.87,2023,Online
8190,3538,198.27,2024,Online
8191,4175,615.48,2021,Online
8192,2497,235.54,2023,In-Store
8193,4287,139.04,2021,Online
8194,4740,128.95,2020,Online
8195,2090,192.62,2021,Online
8196,3322,101.8,2021,Online
8197,3582,91.56,2022,In-Store
8198,2550,365.72,2023,Online
8199,1217,266.22,2020,Online
8200,4886,88.03,2021,Online
8201,3979,307.91,2020,In-Store
8202,742,162.93,2024,In-Store
8203,4186,268.44,2023,In-Store
8204,1715,284.64,2019,Online
8205,4045,117.86,2022,In-Store
8206,648,662.04,2022,Online
8207,2798,121.15,2023,In-Store
8208,819,282.24,2022,Online
8209,243,108.67,2019,Online
8210,4315,170.31,2020,Online
8211,4105,180.16,2021,Online
8212,4526,362.57,2023,Online
8213,3878,230.72,2024,Online
8214,13,322.05,2024,In-Store
8215,3018,217.79,2023,In-Store
8216,690,430.99,2022,In-Store
8217,3139,288.84,2021,In-Store
8218,3741,237.15,2022,In-Store
8219,677,268.29,2022,Online
8220,3575,56.96,2020,Online
8221,4304,82.29,2020,In-Store
8222,1324,242.72,2022,In-Store
8223,2866,207.51,2019,Online
8224,1003,401.17,2023,In-Store
8225,2503,13.89,2024,Online
8226,1766,198.9,2019,In-Store
8227,1554,63.84,2023,In-Store
8228,2292,237.51,2021,Online
8229,1986,256.23,2021,Online
8230,4867,314.53,2019,Online
8231,238,87.57,2022,In-Store
8232,3318,50.04,2024,Online
8233,2393,294.22,2022,In-Store
8234,3556,114.43,2021,Online
8235,1585,106.68,2022,In-Store
8236,1308,199.7,2020,In-Store
8237,2086,67.94,2021,In-Store
8238,1820,287.63,2023,Online
8239,32,78.0,2024,Online
8240,292,97.31,2023,In-Store
8241,3687,143.08,2022,In-Store
8242,4388,85.74,2023,Online
8243,1643,350.83,2023,Online
8244,578,332.02,2019,In-Store
8245,3910,212.86,2019,In-Store
8246,1224,112.3,2023,In-Store
8247,4077,91.51,2021,Online
8248,2653,237.2,2024,Online
8249,447,91.9,2023,In-Store
8250,3420,120.96,2024,Online
8251,4374,56.33,2020,In-Store
8252,3042,199.54,2021,Online
8253,2580,92.78,2024,In-Store
8254,1423,171.78,2020,Online
8255,2610,104.52,2024,Online
8256,3082,339.62,2020,In-Store
8257,59,243.87,2022,In-Store
8258,3160,64.66,2019,In-Store
8259,459,360.96,2022,Online
8260,104,150.52,2024,In-Store
8261,4927,370.22,2020,In-Store
8262,789,216.77,2022,Online
8263,742,151.88,2022,In-Store
8264,3407,51.54,2021,Online
8265,1573,63.0,2022,In-Store
8266,2702,427.6,2021,In-Store
8267,4651,97.6,2022,In-Store
8268,4724,352.25,2024,In-Store
8269,3413,377.73,2022,Online
8270,2977,279.16,2020,In-Store
8271,2135,55.33,2020,Online
8272,428,114.32,2023,In-Store
8273,1945,580.87,2023,In-Store
8274,1272,497.52,2021,Online
8275,4980,87.31,2020,In-Store
8276,4582,148.05,2023,Online
8277,4700,344.94,2024,Online
8278,412,40.99,2022,Online
8279,1932,334.12,2020,Online
8280,2496,215.75,2024,Online
8281,247,990.61,2024,Online
8282,2818,389.87,2022,In-Store
8283,2172,37.01,2022,In-Store
8284,3332,307.06,2024,Online
8285,2925,455.07,2021,In-Store
8286,2061,259.35,2020,In-Store
8287,3335,248.49,2022,In-Store
8288,4896,247.13,2021,Online
8289,945,381.76,2019,In-Store
8290,2248,237.64,2019,In-Store
8291,1263,193.91,2022,In-Store
8292,176,252.85,2022,Online
8293,1053,51.51,2019,Online
8294,2725,196.93,2023,In-Store
8295,2583,135.35,2021,In-Store
8296,1318,390.69,2022,In-Store
8297,4573,94.03,2019,Online
8298,3368,191.77,2019,Online
8299,1675,103.77,2019,Online
8300,334,246.28,2019,In-Store
8301,1265,555.05,2019,In-Store
8302,3178,309.73,2019,In-Store
8303,2946,312.87,2022,In-Store
8304,4781,74.49,2024,In-Store
8305,4657,243.15,2024,In-Store
8306,4219,124.22,2021,Online
8307,2666,168.48,2019,In-Store
8308,4936,146.67,2019,In-Store
8309,416,96.23,2024,Online
8310,708,223.13,2019,Online
8311,2685,247.01,2019,In-Store
8312,3367,354.1,2019,Online
8313,3504,410.71,2020,In-Store
8314,4443,292.67,2020,In-Store
8315,2560,73.31,2019,Online
8316,4945,124.64,2019,Online
8317,3972,201.9,2023,In-Store
8318,4631,396.35,2023,Online
8319,2958,257.65,2021,In-Store
8320,1730,368.3,2020,Online
8321,1902,464.63,2022,Online
8322,4760,438.06,2021,In-Store
8323,1042,102.9,2021,Online
8324,27,82.43,2019,In-Store
8325,2584,287.48,2019,Online
8326,1053,380.29,2022,Online
8327,1675,56.98,2023,Online
8328,3056,177.97,2019,Online
8329,1659,372.07,2020,In-Store
8330,4736,92.29,2022,In-Store
8331,3952,225.92,2024,In-Store
8332,3189,264.2,2022,In-Store
8333,1742,47.31,2019,Online
8334,4088,327.74,2022,In-Store
8335,4138,365.06,2023,In-Store
8336,3232,214.27,2019,In-Store
8337,1715,43.24,2023,Online
8338,3197,133.91,2023,In-Store
8339,3332,392.77,2024,In-Store
8340,3348,105.34,2020,In-Store
8341,1987,441.62,2019,Online
8342,3545,184.65,2020,In-Store
8343,702,333.74,2020,In-Store
8344,1455,85.22,2022,In-Store
8345,3787,555.35,2021,Online
8346,2472,122.01,2019,In-Store
8347,4261,170.38,2023,In-Store
8348,3045,160.9,2024,In-Store
8349,3884,19.16,2022,In-Store
8350,2941,178.76,2020,In-Store
8351,1821,101.0,2024,Online
8352,2803,217.61,2020,Online
8353,3796,253.71,2019,In-Store
8354,2464,106.44,2022,Online
8355,3372,109.46,2024,Online
8356,336,119.84,2024,Online
8357,1925,225.81,2023,Online
8358,4977,155.24,2020,Online
8359,3861,109.29,2022,Online
8360,2789,148.68,2023,Online
8361,4126,388.05,2022,In-Store
8362,3607,215.57,2020,Online
8363,1541,137.77,2020,Online
8364,575,452.43,2023,Online
8365,221,277.55,2022,In-Store
8366,4923,48.31,2020,In-Store
8367,2014,326.08,2022,Online
8368,2642,585.44,2019,Online
8369,754,339.95,2023,Online
8370,1021,126.84,2021,Online
8371,1489,184.8,2023,In-Store
8372,1962,43.64,2020,In-Store
8373,3484,313.18,2022,Online
8374,438,170.11,2024,In-Store
8375,479,118.49,2023,Online
8376,783,174.95,2021,Online
8377,4168,49.47,2019,In-Store
8378,4678,55.17,2020,Online
8379,220,72.84,2022,Online
8380,1028,20.9,2019,In-Store
8381,290,130.34,2020,Online
8382,380,90.46,2023,Online
8383,3974,399.34,2023,In-Store
8384,2852,83.2,2021,Online
8385,1379,291.75,2024,In-Store
8386,1959,104.02,2019,Online
8387,2128,221.84,2023,Online
8388,66,466.26,2021,In-Store
8389,2184,73.26,2022,Online
8390,4495,512.81,2022,Online
8391,3775,326.76,2019,Online
8392,4443,254.45,2022,In-Store
8393,3920,215.51,2023,In-Store
8394,778,187.3,2022,Online
8395,2567,373.39,2023,Online
8396,1904,187.07,2021,In-Store
8397,2762,158.89,2023,In-Store
8398,3852,301.33,2023,In-Store
8399,79,103.26,2019,In-Store
8400,1582,612.86,2022,Online
8401,2163,250.05,2023,Online
8402,986,169.81,2019,In-Store
8403,1486,167.34,2019,Online
8404,2621,153.49,2019,In-Store
8405,965,275.87,2020,Online
8406,2548,220.03,2019,Online
8407,829,180.36,2019,In-Store
8408,3174,431.83,2023,In-Store
8409,2674,484.23,2019,Online
8410,1719,78.53,2019,Online
8411,2433,165.3,2020,In-Store
8412,1229,140.0,2020,In-Store
8413,2411,126.9,2019,Online
8414,3779,137.87,2019,In-Store
8415,1841,83.11,2023,Online
8416,498,330.55,2023,Online
8417,537,165.43,2020,In-Store
8418,3306,207.29,2023,Online
8419,1165,333.96,2022,In-Store
8420,1972,80.72,2024,Online
8421,3528,222.04,2021,In-Store
8422,300,62.01,2020,Online
8423,2387,63.37,2020,Online
8424,4399,192.52,2023,Online
8425,3964,184.69,2021,In-Store
8426,4688,81.22,2021,Online
8427,4172,398.01,2019,Online
8428,3860,26.01,2020,Online
8429,914,79.19,2019,In-Store
8430,4876,140.21,2023,In-Store
8431,3696,112.66,2021,In-Store
8432,921,71.48,2019,Online
8433,1524,698.71,2021,Online
8434,1750,342.79,2024,Online
8435,3618,161.11,2019,In-Store
8436,2701,427.15,2019,In-Store
8437,1006,386.86,2021,Online
8438,1702,114.4,2023,Online
8439,3303,168.42,2024,Online
8440,804,189.46,2022,In-Store
8441,3367,332.47,2022,In-Store
8442,2893,267.11,2020,In-Store
8443,3499,170.61,2024,Online
8444,4968,119.68,2022,Online
8445,3163,182.7,2024,Online
8446,115,70.04,2021,In-Store
8447,3330,92.66,2020,In-Store
8448,4469,156.96,2022,In-Store
8449,4946,175.28,2024,Online
8450,2138,572.7,2022,In-Store
8451,4853,95.39,2019,Online
8452,31,32.33,2019,In-Store
8453,1806,127.43,2022,In-Store
8454,3570,110.01,2024,In-Store
8455,1437,153.54,2024,Online
8456,4786,134.84,2024,Online
8457,3429,172.32,2020,In-Store
8458,457,333.13,2021,In-Store
8459,449,214.19,2024,Online
8460,68,108.14,2022,In-Store
8461,4090,30.13,2021,Online
8462,1863,269.82,2024,In-Store
8463,1803,342.33,2020,Online
8464,4970,133.87,2023,Online
8465,4563,528.06,2020,Online
8466,3432,261.67,2023,Online
8467,128,208.43,2019,In-Store
8468,4829,165.18,2021,Online
8469,3826,347.37,2019,In-Store
8470,1268,505.85,2021,Online
8471,4011,487.57,2020,In-Store
8472,1043,186.82,2022,In-Store
8473,3739,485.03,2022,Online
8474,368,105.2,2023,In-Store
8475,2605,311.98,2022,Online
8476,2641,94.73,2021,Online
8477,4908,287.49,2022,In-Store
8478,59,286.8,2019,Online
8479,4257,133.99,2024,Online
8480,103,107.76,2022,Online
8481,4942,452.92,2019,In-Store
8482,4508,76.72,2023,Online
8483,786,56.83,2023,Online
8484,4279,251.01,2020,In-Store
8485,3946,182.48,2020,Online
8486,2447,248.14,2020,In-Store
8487,957,113.35,2019,In-Store
8488,2703,121.58,2020,Online
8489,437,186.54,2023,In-Store
8490,2366,188.86,2022,In-Store
8491,4702,178.97,2019,In-Store
8492,497,500.67,2020,In-Store
8493,1367,529.47,2020,In-Store
8494,2866,72.05,2023,In-Store
8495,1852,250.87,2022,In-Store
8496,1023,83.91,2021,In-Store
8497,3131,596.67,2022,In-Store
8498,2845,124.03,2020,Online
8499,1490,153.84,2020,Online
8500,2335,341.62,2022,In-Store
8501,4433,92.01,2022,In-Store
8502,3390,55.58,2023,Online
8503,203,90.66,2021,Online
8504,231,384.36,2019,Online
8505,3635,143.25,2019,In-Store
8506,3129,364.75,2021,Online
8507,2692,193.13,2023,Online
8508,3492,44.61,2022,In-Store
8509,2963,111.56,2020,In-Store
8510,2328,230.47,2021,In-Store
8511,4905,23.51,2023,In-Store
8512,4562,260.73,2024,In-Store
8513,2785,56.35,2021,In-Store
8514,804,117.49,2020,Online
8515,4362,505.14,2019,Online
8516,3724,512.77,2022,Online
8517,2902,279.74,2023,In-Store
8518,176,212.73,2019,Online
8519,1445,123.39,2020,In-Store
8520,4004,42.76,2021,Online
8521,3533,193.08,2023,Online
8522,4350,151.36,2024,In-Store
8523,1544,131.1,2023,Online
8524,4999,428.86,2019,In-Store
8525,2155,89.26,2019,In-Store
8526,2106,825.19,2020,Online
8527,3414,336.16,2024,Online
8528,3362,150.46,2019,In-Store
8529,4180,33.35,2023,In-Store
8530,1141,325.55,2024,In-Store
8531,4808,731.0,2022,Online
8532,1762,989.33,2020,Online
8533,1941,94.33,2020,In-Store
8534,1807,345.48,2022,Online
8535,4997,68.78,2020,Online
8536,3174,34.8,2024,In-Store
8537,657,420.96,2020,Online
8538,2504,123.75,2019,Online
8539,659,152.7,2020,In-Store
8540,2839,149.88,2023,In-Store
8541,4947,7.38,2019,Online
8542,4237,151.67,2021,In-Store
8543,2454,482.12,2023,Online
8544,1055,136.13,2021,In-Store
8545,3042,224.69,2024,In-Store
8546,4004,44.66,2019,In-Store
8547,2339,323.01,2023,In-Store
8548,111,127.19,2019,Online
8549,1719,87.56,2024,Online
8550,4292,85.76,2021,Online
8551,126,693.88,2022,Online
8552,262,22.71,2024,In-Store
8553,2935,287.71,2024,In-Store
8554,2203,28.2,2024,Online
8555,1605,290.1,2020,In-Store
8556,4204,98.65,2024,In-Store
8557,2083,286.56,2022,Online
8558,3943,168.31,2024,Online
8559,655,233.77,2022,Online
8560,2464,208.72,2019,In-Store
8561,285,205.61,2019,Online
8562,2566,33.57,2020,Online
8563,3802,83.42,2022,Online
8564,27,346.95,2024,Online
8565,2275,119.12,2023,In-Store
8566,3868,165.33,2019,In-Store
8567,3973,75.44,2024,In-Store
8568,1592,92.73,2022,In-Store
8569,3382,618.75,2021,Online
8570,4944,503.72,2024,Online
8571,1129,289.35,2019,In-Store
8572,4114,310.0,2020,In-Store
8573,2137,242.28,2022,In-Store
8574,157,189.21,2019,In-Store
8575,1290,645.07,2020,Online
8576,2182,123.75,2020,Online
8577,2512,98.04,2021,In-Store
8578,1772,135.79,2020,Online
8579,1156,134.0,2019,In-Store
8580,2789,354.87,2019,Online
8581,2977,102.89,2024,Online
8582,3500,185.05,2023,In-Store
8583,2914,255.12,2022,Online
8584,204,210.81,2022,In-Store
8585,1823,65.68,2021,In-Store
8586,1360,253.48,2022,In-Store
8587,2545,222.96,2020,Online
8588,442,286.81,2019,Online
8589,1316,271.97,2020,In-Store
8590,4038,282.21,2022,Online
8591,1149,16.5,2024,In-Store
8592,4967,87.12,2024,Online
8593,1199,381.63,2023,In-Store
8594,2917,100.69,2022,In-Store
8595,3886,398.73,2021,In-Store
8596,4176,133.3,2019,In-Store
8597,2860,113.11,2020,Online
8598,2963,137.05,2022,In-Store
8599,1368,1266.4,2019,In-Store
8600,4666,173.4,2024,In-Store
8601,2910,331.77,2020,Online
8602,2217,896.38,2022,In-Store
8603,3406,263.34,2022,In-Store
8604,3060,619.73,2024,In-Store
8605,2284,376.09,2022,Online
8606,4495,290.1,2021,Online
8607,821,63.65,2021,Online
8608,3061,150.88,2020,Online
8609,2525,263.44,2020,In-Store
8610,4941,114.69,2019,In-Store
8611,2633,278.18,2023,Online
8612,2663,168.51,2019,Online
8613,2826,90.3,2024,Online
8614,4454,330.92,2023,Online
8615,3130,241.41,2022,In-Store
8616,4015,289.23,2022,In-Store
8617,4617,213.59,2019,In-Store
8618,4489,128.67,2021,In-Store
8619,1667,181.74,2021,In-Store
8620,3401,117.66,2020,Online
8621,3583,549.91,2020,In-Store
8622,2201,245.95,2019,Online
8623,893,186.15,2021,Online
8624,3951,159.48,2022,Online
8625,984,84.72,2024,Online
8626,583,254.12,2022,In-Store
8627,4116,69.56,2021,Online
8628,2641,475.4,2019,Online
8629,1974,318.59,2020,Online
8630,3418,99.06,2019,Online
8631,4115,482.95,2021,Online
8632,2416,171.99,2019,In-Store
8633,889,303.37,2021,Online
8634,1884,169.55,2019,In-Store
8635,4822,173.67,2023,In-Store
8636,3823,397.73,2022,Online
8637,147,189.56,2023,In-Store
8638,1717,133.35,2021,In-Store
8639,2478,113.07,2022,In-Store
8640,4944,160.36,2023,In-Store
8641,1464,677.74,2024,Online
8642,2246,240.79,2019,In-Store
8643,1311,93.05,2019,In-Store
8644,4661,236.18,2022,In-Store
8645,369,478.01,2021,In-Store
8646,1264,487.64,2024,In-Store
8647,2850,263.49,2023,Online
8648,2748,367.65,2021,In-Store
8649,2566,188.71,2019,Online
8650,1819,157.08,2020,Online
8651,1888,100.84,2020,Online
8652,3784,113.88,2021,In-Store
8653,60,188.03,2019,Online
8654,545,348.15,2019,In-Store
8655,3065,198.98,2020,In-Store
8656,1231,115.69,2020,In-Store
8657,559,411.5,2024,Online
8658,1513,455.95,2023,In-Store
8659,670,123.77,2023,Online
8660,258,176.2,2020,Online
8661,1071,65.28,2021,In-Store
8662,1051,356.29,2024,Online
8663,4039,37.07,2022,In-Store
8664,4023,195.58,2019,In-Store
8665,145,230.6,2019,In-Store
8666,2635,123.23,2019,Online
8667,2570,116.21,2023,In-Store
8668,801,299.91,2020,In-Store
8669,1486,250.47,2024,In-Store
8670,3749,312.09,2024,Online
8671,2430,53.25,2023,In-Store
8672,2824,498.23,2020,In-Store
8673,673,523.66,2021,Online
8674,3975,225.58,2023,Online
8675,3490,154.58,2020,Online
8676,4423,187.33,2021,In-Store
8677,1415,453.61,2023,In-Store
8678,3369,114.31,2019,In-Store
8679,4726,49.82,2021,Online
8680,3895,300.61,2023,In-Store
8681,3847,197.41,2020,Online
8682,2029,433.56,2019,In-Store
8683,1195,209.16,2020,In-Store
8684,2025,685.93,2022,Online
8685,1358,714.98,2022,In-Store
8686,2811,137.22,2023,In-Store
8687,569,34.94,2021,In-Store
8688,1946,231.26,2024,In-Store
8689,347,64.03,2021,In-Store
8690,408,57.08,2023,In-Store
8691,4229,371.09,2023,Online
8692,3754,253.04,2024,Online
8693,614,119.15,2019,Online
8694,106,208.64,2020,Online
8695,2219,220.69,2024,Online
8696,3800,248.71,2020,Online
8697,4358,417.99,2022,In-Store
8698,3914,191.0,2022,In-Store
8699,494,39.71,2023,In-Store
8700,3869,532.89,2021,Online
8701,4386,196.71,2021,Online
8702,3335,116.14,2019,In-Store
8703,3921,67.17,2022,Online
8704,1869,219.51,2019,Online
8705,1439,170.97,2020,Online
8706,1353,96.07,2023,In-Store
8707,45,382.45,2021,In-Store
8708,4911,78.28,2022,In-Store
8709,2381,73.35,2022,Online
8710,4561,113.91,2024,Online
8711,200,30.88,2023,Online
8712,4425,39.8,2023,In-Store
8713,2288,80.53,2024,Online
8714,4894,135.47,2022,In-Store
8715,4798,80.53,2022,In-Store
8716,2631,221.35,2021,In-Store
8717,2769,90.78,2021,In-Store
8718,2408,234.3,2023,In-Store
8719,3792,101.62,2020,In-Store
8720,3294,215.16,2020,In-Store
8721,2847,501.81,2023,In-Store
8722,3312,253.13,2023,Online
8723,2552,35.59,2019,In-Store
8724,1438,81.21,2020,Online
8725,127,45.5,2022,Online
8726,1621,54.85,2019,Online
8727,3320,368.5,2019,In-Store
8728,482,161.37,2024,In-Store
8729,4379,173.01,2023,In-Store
8730,2122,371.33,2021,Online
8731,3136,90.47,2019,In-Store
8732,2821,219.61,2023,In-Store
8733,2372,301.93,2019,Online
8734,239,147.93,2024,Online
8735,1421,552.81,2021,In-Store
8736,341,155.1,2023,Online
8737,3351,71.82,2021,In-Store
8738,2994,98.77,2021,Online
8739,4988,206.87,2022,In-Store
8740,1487,308.33,2021,In-Store
8741,4558,78.15,2021,Online
8742,4076,432.94,2021,In-Store
8743,4894,73.71,2020,Online
8744,733,478.05,2022,In-Store
8745,3479,107.46,2020,Online
8746,162,10.43,2021,In-Store
8747,2496,282.19,2020,Online
8748,132,25.68,2023,Online
8749,1858,1182.21,2024,Online
8750,1243,203.13,2024,In-Store
8751,3489,57.69,2024,In-Store
8752,672,141.46,2020,Online
8753,505,50.66,2023,In-Store
8754,2157,269.8,2019,Online
8755,1262,34.76,2022,Online
8756,293,27.38,2024,Online
8757,3651,556.21,2020,Online
8758,4924,77.09,2019,Online
8759,4283,225.09,2021,Online
8760,1060,156.69,2023,In-Store
8761,2304,120.65,2024,In-Store
8762,2796,127.71,2020,In-Store
8763,1202,309.26,2019,Online
8764,3314,166.52,2024,Online
8765,2089,64.54,2019,Online
8766,3429,58.37,2022,In-Store
8767,2161,437.73,2021,In-Store
8768,4950,322.46,2022,Online
8769,719,546.12,2020,In-Store
8770,1847,327.1,2021,In-Store
8771,878,76.61,2020,In-Store
8772,3268,150.18,2023,Online
8773,4498,443.76,2020,Online
8774,64,65.14,2024,In-Store
8775,2700,38.18,2021,Online
8776,2934,578.22,2020,Online
8777,373,558.69,2022,Online
8778,4028,461.57,2019,Online
8779,306,436.89,2020,Online
8780,2515,360.07,2021,In-Store
8781,932,467.8,2022,In-Store
8782,1991,86.02,2024,In-Store
8783,3657,145.49,2021,Online
8784,1416,115.78,2023,Online
8785,362,254.94,2019,Online
8786,2769,37.01,2022,Online
8787,716,467.43,2019,Online
8788,1646,39.31,2020,Online
8789,543,362.52,2019,Online
8790,1548,106.92,2020,In-Store
8791,2242,250.05,2024,In-Store
8792,652,214.6,2022,In-Store
8793,1051,22.22,2021,Online
8794,4743,221.69,2022,Online
8795,1853,73.38,2021,In-Store
8796,3002,23.63,2024,In-Store
8797,3085,198.29,2021,In-Store
8798,2097,32.15,2019,In-Store
8799,803,553.56,2021,In-Store
8800,2655,74.12,2023,In-Store
8801,1681,208.91,2023,In-Store
8802,1608,188.74,2019,In-Store
8803,3523,366.18,2019,In-Store
8804,2058,102.6,2022,In-Store
8805,2722,114.96,2023,In-Store
8806,4822,192.19,2024,In-Store
8807,2564,79.13,2023,Online
8808,3613,120.94,2021,Online
8809,203,87.23,2022,In-Store
8810,942,229.83,2022,In-Store
8811,589,310.2,2022,In-Store
8812,571,396.94,2020,Online
8813,3005,377.64,2021,Online
8814,196,258.73,2019,Online
8815,1346,255.99,2024,Online
8816,418,251.31,2022,Online
8817,1643,169.64,2021,Online
8818,1366,60.94,2024,In-Store
8819,9,481.58,2021,In-Store
8820,532,250.23,2021,In-Store
8821,4245,317.64,2023,In-Store
8822,1553,111.95,2024,Online
8823,1036,706.26,2019,Online
8824,4572,437.74,2022,In-Store
8825,1618,129.15,2019,Online
8826,3717,105.23,2019,In-Store
8827,1077,314.38,2023,In-Store
8828,4302,168.67,2019,In-Store
8829,4016,228.02,2019,Online
8830,2963,462.68,2021,In-Store
8831,4841,224.41,2021,In-Store
8832,913,160.64,2022,In-Store
8833,4150,260.18,2020,In-Store
