order_id,customer_id,date_id,order_date,channel,order_amount,tax
11129,4716,20240807,2024-08-07,Online,39.25,2.75
11130,2730,20230713,2023-07-13,In-Store,20.5,1.44
11131,360,20210313,2021-03-13,Online,24.57,1.72
11132,975,20210512,2021-05-12,Online,98.19,6.87
11133,2291,20220405,2022-04-05,In-Store,16.55,1.16
11134,4221,20240117,2024-01-17,In-Store,11.11,0.78
11135,4466,20220111,2022-01-11,In-Store,18.58,1.3
11136,565,20240612,2024-06-12,Online,21.55,1.51
11137,312,20211124,2021-11-24,In-Store,12.09,0.85
11138,599,20240327,2024-03-27,Online,20.48,1.43
11139,3349,20250613,2025-06-13,Online,18.62,1.3
11140,2662,20240113,2024-01-13,In-Store,13.53,0.95
11141,3682,20250320,2025-03-20,Online,34.77,2.43
11142,2959,20210812,2021-08-12,In-Store,74.66,5.23
11143,480,20240504,2024-05-04,In-Store,51.86,3.63
11144,1273,20210227,2021-02-27,In-Store,20.46,1.43
11145,1650,20250614,2025-06-14,Online,30.7,2.15
11146,3539,20250817,2025-08-17,In-Store,24.48,1.71
11147,2976,20250910,2025-09-10,In-Store,18.53,1.3
11148,4729,20251115,2025-11-15,In-Store,31.45,2.2
11149,717,20211211,2021-12-11,In-Store,22.83,1.6
11150,4696,20240628,2024-06-28,In-Store,40.11,2.81
11151,1087,20221027,2022-10-27,In-Store,23.88,1.67
11152,1703,20250421,2025-04-21,In-Store,24.36,1.71
11153,171,20240611,2024-06-11,Online,28.67,2.01
11154,1478,20220420,2022-04-20,Online,15.23,1.07
11155,989,20250108,2025-01-08,Online,48.52,3.4
11156,1076,20220603,2022-06-03,Online,41.06,2.87
11157,2848,20230911,2023-09-11,Online,41.55,2.91
11158,3892,20220713,2022-07-13,Online,142.14,9.95
11159,3713,20211009,2021-10-09,In-Store,5.42,0.38
11160,4130,20210507,2021-05-07,In-Store,73.15,5.12
11161,3650,20230519,2023-05-19,Online,39.98,2.8
11162,4892,20210828,2021-08-28,Online,63.53,4.45
11163,98,20230823,2023-08-23,In-Store,19.07,1.33
11164,4944,20240114,2024-01-14,In-Store,55.13,3.86
11165,2044,20240614,2024-06-14,Online,46.82,3.28
11166,2378,20230806,2023-08-06,Online,28.29,1.98
11167,2877,20220828,2022-08-28,In-Store,7.28,0.51
11168,48,20230415,2023-04-15,Online,20.33,1.42
11169,896,20230804,2023-08-04,In-Store,21.88,1.53
11170,2219,20240109,2024-01-09,In-Store,13.73,0.96
11171,3832,20251122,2025-11-22,Online,89.89,6.29
11172,4342,20250501,2025-05-01,In-Store,12.16,0.85
11173,724,20250824,2025-08-24,In-Store,35.86,2.51
11174,1300,20230603,2023-06-03,Online,23.71,1.66
11175,3021,20250528,2025-05-28,In-Store,24.68,1.73
11176,1791,20231003,2023-10-03,In-Store,30.76,2.15
11177,1485,20251017,2025-10-17,Online,38.89,2.72
11178,1906,20250216,2025-02-16,In-Store,10.14,0.71
11179,3511,20250428,2025-04-28,Online,15.25,1.07
11180,981,20210509,2021-05-09,Online,17.3,1.21
11181,311,20221224,2022-12-24,Online,33.73,2.36
11182,17,20250526,2025-05-26,In-Store,17.14,1.2
11183,2628,20221125,2022-11-25,In-Store,12.03,0.84
11184,1236,20210918,2021-09-18,Online,32.47,2.27
11185,2801,20231205,2023-12-05,Online,29.06,2.03
11186,4391,20250504,2025-05-04,In-Store,28.67,2.01
11187,1463,20241201,2024-12-01,Online,41.62,2.91
11188,906,20230709,2023-07-09,Online,13.52,0.95
11189,7,20231104,2023-11-04,In-Store,24.57,1.72
11190,4915,20231021,2023-10-21,Online,65.44,4.58
11191,2583,20240912,2024-09-12,Online,30.51,2.14
11192,3992,20250215,2025-02-15,Online,25.36,1.78
11193,4281,20231014,2023-10-14,Online,25.95,1.82
11194,4978,20210218,2021-02-18,In-Store,19.48,1.36
11195,4288,20251227,2025-12-27,Online,20.65,1.45
11196,1466,20210920,2021-09-20,In-Store,18.3,1.28
11197,2815,20230313,2023-03-13,Online,32.62,2.28
11198,4816,20211221,2021-12-21,In-Store,40.43,2.83
11199,3155,20240201,2024-02-01,Online,21.66,1.52
11200,3829,20210204,2021-02-04,In-Store,28.46,1.99
11201,4526,20230429,2023-04-29,In-Store,29.54,2.07
11202,3049,20221107,2022-11-07,Online,31.2,2.18
11203,3462,20220224,2022-02-24,In-Store,17.6,1.23
11204,2934,20211113,2021-11-13,Online,19.49,1.36
11205,1683,20210805,2021-08-05,Online,27.01,1.89
11206,1230,20230509,2023-05-09,Online,23.86,1.67
11207,3156,20230521,2023-05-21,Online,14.09,0.99
11208,4914,20240629,2024-06-29,In-Store,38.51,2.7
11209,4581,20230204,2023-02-04,Online,18.14,1.27
11210,1041,20250222,2025-02-22,In-Store,18.75,1.31
11211,4202,20230328,2023-03-28,In-Store,17.97,1.26
11212,110,20230706,2023-07-06,Online,25.02,1.75
11213,2940,20221124,2022-11-24,Online,39.41,2.76
11214,4654,20230306,2023-03-06,In-Store,15.53,1.09
11215,4796,20250824,2025-08-24,In-Store,19.28,1.35
11216,3002,20250116,2025-01-16,Online,22.69,1.59
11217,3142,20220323,2022-03-23,In-Store,55.46,3.88
11218,1943,20220903,2022-09-03,Online,41.35,2.89
11219,3615,20230804,2023-08-04,Online,26.31,1.84
11220,1212,20221026,2022-10-26,Online,75.54,5.29
11221,167,20231126,2023-11-26,Online,40.17,2.81
11222,4160,20250811,2025-08-11,Online,12.06,0.84
11223,303,20250202,2025-02-02,Online,10.67,0.75
11224,3315,20251207,2025-12-07,In-Store,32.26,2.26
11225,2175,20230526,2023-05-26,Online,61.12,4.28
11226,214,20210515,2021-05-15,In-Store,11.57,0.81
11227,785,20231117,2023-11-17,Online,51.78,3.62
11228,506,20240621,2024-06-21,Online,22.73,1.59
11229,1062,20250405,2025-04-05,Online,34.07,2.38
11230,3166,20250204,2025-02-04,Online,30.92,2.16
11231,2840,20230113,2023-01-13,In-Store,8.48,0.59
11232,2157,20210710,2021-07-10,Online,53.92,3.77
11233,4204,20210511,2021-05-11,Online,10.96,0.77
11234,3754,20240216,2024-02-16,In-Store,9.43,0.66
11235,3408,20250307,2025-03-07,In-Store,25.76,1.8
11236,2985,20230313,2023-03-13,Online,11.02,0.77
11237,3483,20240226,2024-02-26,Online,28.29,1.98
11238,1117,20250628,2025-06-28,Online,16.38,1.15
11239,1285,20221105,2022-11-05,In-Store,11.08,0.78
11240,1486,20250905,2025-09-05,Online,43.55,3.05
11241,3695,20240817,2024-08-17,In-Store,37.01,2.59
11242,2154,20240323,2024-03-23,In-Store,26.15,1.83
11243,4797,20221202,2022-12-02,In-Store,11.49,0.8
11244,196,20230304,2023-03-04,In-Store,19.98,1.4
11245,1905,20211107,2021-11-07,In-Store,20.76,1.45
11246,757,20250621,2025-06-21,In-Store,18.17,1.27
11247,4061,20211225,2021-12-25,Online,21.46,1.5
11248,2384,20220204,2022-02-04,Online,8.7,0.61
11249,3089,20240827,2024-08-27,Online,33.26,2.33
11250,2980,20211222,2021-12-22,Online,20.7,1.45
11251,398,20240623,2024-06-23,Online,21.17,1.48
11252,3903,20250705,2025-07-05,Online,35.18,2.46
11253,4087,20240907,2024-09-07,Online,33.91,2.37
11254,3021,20240713,2024-07-13,Online,12.44,0.87
11255,1399,20241114,2024-11-14,In-Store,26.61,1.86
11256,3616,20240826,2024-08-26,In-Store,28.33,1.98
11257,3509,20230215,2023-02-15,Online,28.32,1.98
11258,4560,20251220,2025-12-20,In-Store,40.18,2.81
11259,582,20250614,2025-06-14,Online,22.4,1.57
11260,4546,20211208,2021-12-08,In-Store,29.61,2.07
11261,4421,20220816,2022-08-16,Online,15.49,1.08
11262,1482,20211121,2021-11-21,Online,26.53,1.86
11263,3584,20240915,2024-09-15,Online,112.5,7.88
11264,1305,20250504,2025-05-04,In-Store,49.25,3.45
11265,1155,20240511,2024-05-11,Online,71.16,4.98
11266,3200,20250212,2025-02-12,Online,27.74,1.94
11267,254,20251213,2025-12-13,Online,28.63,2.0
11268,484,20241026,2024-10-26,In-Store,36.06,2.52
11269,3293,20230207,2023-02-07,Online,46.57,3.26
11270,4756,20251120,2025-11-20,In-Store,29.0,2.03
11271,168,20210717,2021-07-17,Online,84.9,5.94
11272,118,20211114,2021-11-14,Online,34.2,2.39
11273,377,20250319,2025-03-19,Online,12.21,0.85
11274,7,20250422,2025-04-22,Online,14.82,1.04
11275,4641,20210822,2021-08-22,In-Store,35.16,2.46
11276,2360,20240623,2024-06-23,Online,25.89,1.81
11277,3459,20230502,2023-05-02,Online,121.66,8.52
11278,2079,20250510,2025-05-10,Online,32.51,2.28
11279,4985,20240723,2024-07-23,Online,36.29,2.54
11280,2386,20240714,2024-07-14,Online,29.4,2.06
11281,4698,20241108,2024-11-08,Online,35.65,2.5
11282,3237,20250531,2025-05-31,In-Store,14.14,0.99
11283,4734,20250209,2025-02-09,In-Store,19.26,1.35
11284,2467,20240520,2024-05-20,In-Store,17.14,1.2
11285,4381,20240928,2024-09-28,Online,24.17,1.69
11286,1663,20230120,2023-01-20,Online,14.94,1.05
11287,3298,20221105,2022-11-05,In-Store,21.36,1.5
11288,3070,20251119,2025-11-19,Online,23.85,1.67
11289,2423,20211116,2021-11-16,In-Store,37.17,2.6
11290,2500,20250306,2025-03-06,Online,32.7,2.29
11291,837,20251222,2025-12-22,In-Store,27.31,1.91
11292,4522,20250816,2025-08-16,Online,50.78,3.55
11293,2257,20241006,2024-10-06,In-Store,18.53,1.3
11294,741,20210602,2021-06-02,Online,26.43,1.85
11295,3525,20241222,2024-12-22,Online,6.08,0.43
11296,3631,20221001,2022-10-01,Online,49.13,3.44
11297,226,20221219,2022-12-19,Online,13.46,0.94
11298,1658,20210609,2021-06-09,In-Store,19.69,1.38
11299,2916,20250531,2025-05-31,In-Store,40.35,2.82
11300,4085,20210807,2021-08-07,In-Store,30.51,2.14
11301,1550,20241127,2024-11-27,Online,13.28,0.93
11302,1494,20241005,2024-10-05,In-Store,14.78,1.03
11303,3678,20241112,2024-11-12,Online,20.09,1.41
11304,1081,20240620,2024-06-20,Online,74.17,5.19
11305,4466,20240118,2024-01-18,Online,26.45,1.85
11306,3938,20250410,2025-04-10,Online,18.32,1.28
11307,4453,20240413,2024-04-13,In-Store,34.65,2.43
11308,1754,20230607,2023-06-07,Online,13.22,0.93
11309,816,20221220,2022-12-20,Online,66.19,4.63
11310,2921,20210728,2021-07-28,Online,13.92,0.97
11311,943,20231125,2023-11-25,Online,32.98,2.31
11312,1320,20230904,2023-09-04,Online,46.3,3.24
11313,1998,20230518,2023-05-18,In-Store,11.82,0.83
11314,2298,20231227,2023-12-27,In-Store,8.15,0.57
11315,1604,20250117,2025-01-17,In-Store,12.74,0.89
11316,1419,20241102,2024-11-02,In-Store,29.14,2.04
11317,1216,20250624,2025-06-24,Online,23.54,1.65
11318,3450,20240407,2024-04-07,Online,27.62,1.93
11319,1525,20250906,2025-09-06,In-Store,54.4,3.81
11320,3472,20240917,2024-09-17,In-Store,9.77,0.68
11321,3704,20240425,2024-04-25,Online,40.2,2.81
11322,3571,20221019,2022-10-19,In-Store,59.38,4.16
11323,4572,20230429,2023-04-29,Online,56.9,3.98
11324,4769,20241221,2024-12-21,Online,66.29,4.64
11325,722,20240410,2024-04-10,Online,28.95,2.03
11326,1594,20250719,2025-07-19,Online,39.8,2.79
11327,3924,20211023,2021-10-23,In-Store,22.22,1.56
11328,3896,20221020,2022-10-20,Online,36.04,2.52
11329,358,20241016,2024-10-16,Online,15.78,1.1
11330,4812,20251023,2025-10-23,Online,14.81,1.04
11331,4272,20210206,2021-02-06,Online,15.56,1.09
11332,4483,20241021,2024-10-21,Online,28.39,1.99
11333,1013,20220115,2022-01-15,Online,7.07,0.49
11334,2496,20250520,2025-05-20,Online,24.83,1.74
11335,2191,20250208,2025-02-08,Online,40.67,2.85
11336,1787,20230213,2023-02-13,Online,92.96,6.51
11337,1120,20241116,2024-11-16,Online,19.51,1.37
11338,690,20250524,2025-05-24,Online,8.89,0.62
11339,4343,20231104,2023-11-04,In-Store,46.93,3.29
11340,2648,20220507,2022-05-07,Online,41.3,2.89
11341,2990,20220810,2022-08-10,In-Store,15.24,1.07
11342,1294,20230316,2023-03-16,Online,34.69,2.43
11343,4678,20250421,2025-04-21,In-Store,82.3,5.76
11344,4685,20230614,2023-06-14,In-Store,8.49,0.59
11345,3349,20231110,2023-11-10,Online,77.25,5.41
11346,1594,20240604,2024-06-04,Online,33.94,2.38
11347,1146,20231221,2023-12-21,Online,18.63,1.3
11348,2970,20250104,2025-01-04,In-Store,33.66,2.36
11349,4148,20220418,2022-04-18,Online,18.21,1.27
11350,4838,20251125,2025-11-25,In-Store,133.25,9.33
11351,344,20210816,2021-08-16,In-Store,27.41,1.92
11352,1665,20220514,2022-05-14,Online,33.72,2.36
11353,1951,20210326,2021-03-26,Online,14.37,1.01
11354,1831,20210314,2021-03-14,In-Store,18.36,1.29
11355,3331,20230320,2023-03-20,Online,9.0,0.63
11356,2723,20211221,2021-12-21,Online,8.81,0.62
11357,4446,20240504,2024-05-04,In-Store,27.14,1.9
11358,1099,20241208,2024-12-08,Online,19.48,1.36
11359,1990,20231019,2023-10-19,Online,37.48,2.62
11360,2694,20250627,2025-06-27,In-Store,18.59,1.3
11361,4064,20211003,2021-10-03,Online,22.38,1.57
11362,4096,20241221,2024-12-21,Online,38.59,2.7
11363,4286,20220304,2022-03-04,In-Store,34.28,2.4
11364,2595,20221119,2022-11-19,Online,31.96,2.24
11365,1189,20210102,2021-01-02,Online,37.6,2.63
11366,3626,20230304,2023-03-04,In-Store,11.14,0.78
11367,4770,20210421,2021-04-21,In-Store,21.4,1.5
11368,1423,20220917,2022-09-17,Online,16.63,1.16
11369,980,20240403,2024-04-03,Online,21.13,1.48
11370,117,20250420,2025-04-20,Online,16.46,1.15
11371,3323,20230924,2023-09-24,Online,36.5,2.56
11372,2713,20241212,2024-12-12,In-Store,20.89,1.46
11373,666,20211015,2021-10-15,In-Store,12.4,0.87
11374,987,20231108,2023-11-08,Online,49.08,3.44
11375,3305,20241102,2024-11-02,In-Store,30.94,2.17
11376,2172,20251018,2025-10-18,In-Store,17.22,1.21
11377,1149,20221109,2022-11-09,Online,9.53,0.67
11378,3014,20221105,2022-11-05,In-Store,27.11,1.9
11379,267,20240212,2024-02-12,Online,19.54,1.37
11380,86,20250207,2025-02-07,Online,21.86,1.53
11381,1290,20211104,2021-11-04,In-Store,15.71,1.1
11382,1442,20250322,2025-03-22,Online,36.44,2.55
11383,523,20230809,2023-08-09,Online,119.5,8.36
11384,569,20230918,2023-09-18,Online,27.68,1.94
11385,825,20241126,2024-11-26,Online,19.39,1.36
11386,3618,20241111,2024-11-11,In-Store,27.71,1.94
11387,4013,20211211,2021-12-11,In-Store,12.86,0.9
11388,895,20251109,2025-11-09,In-Store,37.11,2.6
11389,3278,20251026,2025-10-26,Online,21.57,1.51
11390,1150,20240215,2024-02-15,In-Store,28.15,1.97
11391,4385,20241126,2024-11-26,In-Store,31.18,2.18
11392,1333,20210320,2021-03-20,In-Store,17.58,1.23
11393,640,20240303,2024-03-03,In-Store,19.36,1.36
11394,2185,20220108,2022-01-08,In-Store,15.25,1.07
11395,755,20250911,2025-09-11,In-Store,18.19,1.27
11396,980,20230509,2023-05-09,Online,44.22,3.1
11397,1684,20230917,2023-09-17,Online,30.7,2.15
11398,3295,20250325,2025-03-25,Online,51.37,3.6
11399,580,20240810,2024-08-10,Online,10.99,0.77
11400,1417,20230304,2023-03-04,Online,17.77,1.24
11401,4282,20250830,2025-08-30,Online,19.72,1.38
11402,1362,20230114,2023-01-14,Online,28.49,1.99
11403,829,20230303,2023-03-03,In-Store,54.36,3.81
11404,2667,20231202,2023-12-02,Online,22.83,1.6
11405,165,20210517,2021-05-17,Online,99.45,6.96
11406,4002,20250628,2025-06-28,Online,20.34,1.42
11407,1099,20220126,2022-01-26,Online,38.3,2.68
11408,656,20231024,2023-10-24,In-Store,30.28,2.12
11409,4023,20221022,2022-10-22,Online,66.98,4.69
11410,4202,20230325,2023-03-25,In-Store,23.94,1.68
11411,3668,20210913,2021-09-13,Online,42.09,2.95
11412,1153,20240515,2024-05-15,Online,54.96,3.85
11413,2630,20231121,2023-11-21,Online,8.75,0.61
11414,4847,20230328,2023-03-28,Online,50.45,3.53
11415,2378,20220517,2022-05-17,Online,41.84,2.93
11416,4743,20230225,2023-02-25,Online,12.41,0.87
11417,3377,20250602,2025-06-02,Online,25.71,1.8
11418,4215,20230805,2023-08-05,Online,33.73,2.36
11419,953,20230507,2023-05-07,Online,37.5,2.63
11420,4634,20240927,2024-09-27,Online,14.92,1.04
11421,4259,20240415,2024-04-15,Online,44.48,3.11
11422,3911,20210904,2021-09-04,Online,81.31,5.69
11423,4706,20240823,2024-08-23,In-Store,25.63,1.79
11424,3930,20230702,2023-07-02,Online,8.55,0.6
11425,2873,20230909,2023-09-09,In-Store,60.59,4.24
11426,3233,20220512,2022-05-12,Online,30.06,2.1
11427,4080,20250318,2025-03-18,Online,11.56,0.81
11428,3734,20240928,2024-09-28,Online,39.15,2.74
11429,2951,20250418,2025-04-18,Online,47.18,3.3
11430,2980,20240127,2024-01-27,In-Store,37.85,2.65
11431,4386,20231107,2023-11-07,In-Store,36.62,2.56
11432,57,20240413,2024-04-13,In-Store,64.95,4.55
11433,3591,20250820,2025-08-20,Online,26.74,1.87
11434,2819,20230819,2023-08-19,In-Store,24.47,1.71
11435,4179,20250316,2025-03-16,Online,9.79,0.69
11436,1018,20251113,2025-11-13,In-Store,27.77,1.94
11437,2621,20230121,2023-01-21,Online,24.98,1.75
11438,632,20250201,2025-02-01,Online,28.54,2.0
11439,3290,20240817,2024-08-17,In-Store,10.76,0.75
11440,3803,20241226,2024-12-26,In-Store,39.82,2.79
11441,3111,20211023,2021-10-23,Online,51.16,3.58
11442,2763,20240526,2024-05-26,Online,18.05,1.26
11443,1702,20210326,2021-03-26,Online,26.12,1.83
11444,3193,20230422,2023-04-22,In-Store,17.94,1.26
11445,4485,20221028,2022-10-28,Online,8.44,0.59
11446,3609,20250306,2025-03-06,Online,14.25,1.0
11447,118,20240201,2024-02-01,In-Store,20.72,1.45
11448,2539,20221009,2022-10-09,Online,28.36,1.99
11449,3677,20220129,2022-01-29,Online,33.95,2.38
11450,2518,20250504,2025-05-04,In-Store,26.12,1.83
11451,2948,20220509,2022-05-09,In-Store,35.23,2.47
11452,4556,20230820,2023-08-20,In-Store,22.04,1.54
11453,4357,20250911,2025-09-11,In-Store,9.32,0.65
11454,407,20230423,2023-04-23,In-Store,25.08,1.76
11455,2551,20210906,2021-09-06,In-Store,13.27,0.93
11456,3104,20210117,2021-01-17,In-Store,11.03,0.77
11457,4251,20241011,2024-10-11,Online,26.52,1.86
11458,1316,20220627,2022-06-27,In-Store,34.51,2.42
11459,691,20220703,2022-07-03,In-Store,13.2,0.92
11460,2976,20241023,2024-10-23,Online,11.55,0.81
11461,2322,20210712,2021-07-12,Online,30.8,2.16
11462,1274,20230916,2023-09-16,In-Store,60.2,4.21
11463,4712,20220705,2022-07-05,Online,25.58,1.79
11464,1581,20250718,2025-07-18,Online,22.45,1.57
11465,278,20240717,2024-07-17,In-Store,8.58,0.6
11466,295,20211212,2021-12-12,Online,52.89,3.7
11467,996,20210810,2021-08-10,In-Store,25.71,1.8
11468,579,20221118,2022-11-18,Online,32.42,2.27
11469,1970,20230827,2023-08-27,Online,20.81,1.46
11470,404,20220809,2022-08-09,Online,45.63,3.19
11471,2800,20211201,2021-12-01,In-Store,19.9,1.39
11472,2037,20230422,2023-04-22,Online,30.06,2.1
11473,2980,20241208,2024-12-08,In-Store,7.74,0.54
11474,4951,20240802,2024-08-02,Online,19.37,1.36
11475,4966,20241203,2024-12-03,In-Store,28.62,2.0
11476,2081,20220306,2022-03-06,Online,26.63,1.86
11477,1818,20220923,2022-09-23,In-Store,17.53,1.23
11478,3403,20250119,2025-01-19,In-Store,28.46,1.99
11479,1822,20251115,2025-11-15,In-Store,48.29,3.38
11480,3881,20210512,2021-05-12,Online,18.11,1.27
11481,2995,20230325,2023-03-25,Online,59.03,4.13
11482,987,20240521,2024-05-21,Online,29.52,2.07
11483,2072,20211225,2021-12-25,Online,33.41,2.34
11484,4308,20230614,2023-06-14,In-Store,25.46,1.78
11485,2757,20230208,2023-02-08,Online,8.26,0.58
11486,3549,20230805,2023-08-05,Online,37.97,2.66
11487,3549,20240701,2024-07-01,In-Store,23.99,1.68
11488,2401,20240401,2024-04-01,Online,22.92,1.6
11489,1473,20230225,2023-02-25,Online,22.69,1.59
11490,2973,20220617,2022-06-17,Online,32.05,2.24
11491,563,20220510,2022-05-10,Online,35.2,2.46
11492,2977,20230616,2023-06-16,Online,25.27,1.77
11493,514,20240203,2024-02-03,Online,37.72,2.64
11494,4496,20211016,2021-10-16,Online,16.59,1.16
11495,3708,20231209,2023-12-09,Online,8.34,0.58
11496,894,20250801,2025-08-01,Online,18.26,1.28
11497,3909,20221126,2022-11-26,In-Store,66.73,4.67
11498,3625,20251127,2025-11-27,Online,33.1,2.32
11499,3637,20210817,2021-08-17,In-Store,26.98,1.89
11500,1670,20210208,2021-02-08,In-Store,38.75,2.71
11501,2609,20240514,2024-05-14,Online,18.0,1.26
11502,2925,20240827,2024-08-27,In-Store,28.15,1.97
11503,1875,20240619,2024-06-19,Online,67.93,4.76
11504,2795,20251015,2025-10-15,In-Store,14.93,1.05
11505,1201,20230726,2023-07-26,Online,71.55,5.01
11506,4363,20221017,2022-10-17,Online,10.75,0.75
11507,4803,20220423,2022-04-23,In-Store,43.77,3.06
11508,1625,20251018,2025-10-18,Online,91.79,6.43
11509,1698,20221210,2022-12-10,In-Store,32.12,2.25
11510,1072,20251129,2025-11-29,In-Store,87.67,6.14
11511,4316,20210405,2021-04-05,In-Store,36.14,2.53
11512,802,20211022,2021-10-22,Online,11.62,0.81
11513,3980,20241209,2024-12-09,Online,28.37,1.99
11514,4145,20250321,2025-03-21,In-Store,12.66,0.89
11515,1576,20250908,2025-09-08,Online,51.94,3.64
11516,3872,20210623,2021-06-23,Online,35.52,2.49
11517,2251,20230706,2023-07-06,Online,17.25,1.21
11518,1727,20211113,2021-11-13,Online,26.07,1.82
11519,4455,20220504,2022-05-04,Online,8.0,0.56
11520,2254,20230204,2023-02-04,Online,73.65,5.16
11521,277,20241212,2024-12-12,Online,27.1,1.9
11522,3161,20230928,2023-09-28,In-Store,15.63,1.09
11523,3284,20220125,2022-01-25,In-Store,23.41,1.64
11524,3162,20231021,2023-10-21,In-Store,22.11,1.55
11525,1787,20231021,2023-10-21,Online,43.48,3.04
11526,3389,20210811,2021-08-11,In-Store,21.86,1.53
11527,1449,20221112,2022-11-12,Online,45.29,3.17
11528,2305,20210619,2021-06-19,Online,25.43,1.78
11529,1074,20250507,2025-05-07,Online,24.05,1.68
11530,3049,20250503,2025-05-03,In-Store,37.45,2.62
11531,4035,20240708,2024-07-08,In-Store,28.66,2.01
11532,491,20231113,2023-11-13,Online,37.05,2.59
11533,134,20230520,2023-05-20,In-Store,48.0,3.36
11534,3792,20210110,2021-01-10,Online,27.94,1.96
11535,1607,20240404,2024-04-04,Online,11.15,0.78
11536,1611,20221022,2022-10-22,Online,17.05,1.19
11537,2815,20251102,2025-11-02,In-Store,14.88,1.04
11538,2422,20251204,2025-12-04,In-Store,22.01,1.54
11539,599,20250724,2025-07-24,In-Store,27.05,1.89
11540,3789,20240518,2024-05-18,Online,51.67,3.62
11541,868,20250506,2025-05-06,In-Store,32.29,2.26
11542,4112,20231109,2023-11-09,In-Store,24.8,1.74
11543,3805,20240602,2024-06-02,Online,16.47,1.15
11544,821,20221218,2022-12-18,In-Store,39.31,2.75
11545,3779,20221122,2022-11-22,In-Store,28.54,2.0
11546,3297,20251220,2025-12-20,In-Store,32.52,2.28
11547,4918,20240812,2024-08-12,Online,30.15,2.11
11548,3559,20251025,2025-10-25,Online,18.84,1.32
11549,1945,20250325,2025-03-25,Online,14.0,0.98
11550,3089,20231203,2023-12-03,Online,14.13,0.99
11551,3303,20251226,2025-12-26,In-Store,17.13,1.2
11552,3716,20210318,2021-03-18,Online,27.45,1.92
11553,2327,20230923,2023-09-23,Online,51.42,3.6
11554,4121,20230820,2023-08-20,Online,21.52,1.51
11555,1430,20230221,2023-02-21,Online,37.2,2.6
11556,4820,20210710,2021-07-10,Online,44.0,3.08
11557,1550,20250317,2025-03-17,In-Store,28.37,1.99
11558,185,20231119,2023-11-19,Online,46.51,3.26
11559,990,20230411,2023-04-11,Online,39.82,2.79
11560,4637,20251213,2025-12-13,Online,40.03,2.8
11561,3936,20221022,2022-10-22,Online,34.79,2.44
11562,2186,20230622,2023-06-22,Online,22.88,1.6
11563,4516,20230208,2023-02-08,Online,39.88,2.79
11564,1216,20211104,2021-11-04,In-Store,19.34,1.35
11565,1150,20211102,2021-11-02,Online,8.92,0.62
11566,637,20220811,2022-08-11,In-Store,9.38,0.66
11567,2202,20230619,2023-06-19,Online,33.57,2.35
11568,2568,20250505,2025-05-05,In-Store,34.68,2.43
11569,716,20210712,2021-07-12,Online,24.7,1.73
11570,568,20231123,2023-11-23,In-Store,33.34,2.33
11571,1946,20251001,2025-10-01,In-Store,13.29,0.93
11572,1145,20251102,2025-11-02,Online,15.42,1.08
11573,2859,20221208,2022-12-08,In-Store,35.62,2.49
11574,2616,20241112,2024-11-12,Online,17.34,1.21
11575,799,20220307,2022-03-07,Online,26.71,1.87
11576,73,20250601,2025-06-01,Online,18.78,1.31
11577,3218,20220117,2022-01-17,Online,18.77,1.31
11578,3850,20240613,2024-06-13,In-Store,84.89,5.94
11579,2430,20231208,2023-12-08,Online,48.8,3.42
11580,2865,20220706,2022-07-06,Online,90.06,6.3
11581,4810,20250214,2025-02-14,Online,25.29,1.77
11582,3823,20210411,2021-04-11,In-Store,13.0,0.91
11583,1662,20231228,2023-12-28,In-Store,15.91,1.11
11584,4241,20230418,2023-04-18,In-Store,13.37,0.94
11585,2728,20240217,2024-02-17,Online,23.19,1.62
11586,2605,20250511,2025-05-11,Online,29.79,2.09
11587,3458,20220417,2022-04-17,Online,40.42,2.83
11588,2142,20250423,2025-04-23,Online,75.54,5.29
11589,4390,20240223,2024-02-23,In-Store,19.49,1.36
11590,822,20220708,2022-07-08,Online,10.97,0.77
11591,2109,20251220,2025-12-20,Online,16.21,1.13
11592,328,20210610,2021-06-10,In-Store,25.32,1.77
11593,3529,20210727,2021-07-27,Online,5.13,0.36
11594,1341,20240423,2024-04-23,In-Store,16.23,1.14
11595,2128,20231201,2023-12-01,Online,15.77,1.1
11596,4418,20241021,2024-10-21,Online,17.57,1.23
11597,923,20251129,2025-11-29,In-Store,35.08,2.46
11598,11,20220320,2022-03-20,In-Store,67.03,4.69
11599,2880,20251227,2025-12-27,In-Store,28.59,2.0
11600,2177,20231116,2023-11-16,In-Store,8.31,0.58
11601,276,20230703,2023-07-03,In-Store,11.42,0.8
11602,1477,20230325,2023-03-25,Online,56.26,3.94
11603,1174,20240826,2024-08-26,Online,45.89,3.21
11604,1289,20210403,2021-04-03,In-Store,31.68,2.22
11605,3933,20210712,2021-07-12,Online,21.4,1.5
11606,1523,20210118,2021-01-18,Online,14.25,1.0
11607,2439,20220619,2022-06-19,Online,32.62,2.28
11608,1316,20251023,2025-10-23,In-Store,82.93,5.81
11609,4747,20241109,2024-11-09,Online,22.55,1.58
11610,3857,20220206,2022-02-06,Online,18.92,1.32
11611,2116,20220723,2022-07-23,In-Store,17.42,1.22
11612,3630,20210201,2021-02-01,Online,14.32,1.0
11613,1567,20230617,2023-06-17,In-Store,33.42,2.34
11614,410,20220501,2022-05-01,Online,22.73,1.59
11615,2147,20240112,2024-01-12,Online,14.32,1.0
11616,2815,20221110,2022-11-10,Online,14.71,1.03
