imdb_title_id,title,original_title,year,date_published,genre,duration,country,language_1,language_2,language_3,director,writer,actors,actors_1,actors_f2,description,desc35,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,reviews_from_users
tt0814335,Il segreto di David,The Stepfather,2009,16/04/2010,"Crime, Thriller",101,USA,English,German,,Nelson McCormick,"J.S. Cardone, Donald E. Westlake","Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard, Sherry Stringfield, Paige Turco, Jon Tenney, Nancy Linehan Charles, Marcuis Harris, Braeden Lemasters, Deirdre Lovejoy, Skyler Samuels, Blue Deckert, Jason Wiles, Kara Ortiz",Dylan Walsh,"Dylan Walsh, Sela Ward","Michael Harding (Penn Badgely) returns home from military school to find his mother Susan (Sela Ward) happily in love and living with her new boyfriend David (Dylan Walsh). As the two men get to know each other, he becomes more and more suspicious of the man who is always there with a helpful hand.",Michael Harding (Penn Badgely),5.6,30818,20000000,29062561,31198531,157
tt0814685,Frontiers - Ai confini dell'inferno,Frontière(s),2007,07/11/2008,Horror,108,"France, Switzerland",French,German,,Xavier Gens,Xavier Gens,"Karina Testa, Samuel Le Bihan, Estelle Lefébure, Aurélien Wiik, David Saracino, Chems Dahmani, Maud Forget, Amélie Daure, Rosine Favey, Adel Bencherif, Joël Lefrançois, Patrick Ligardes, Jean-Pierre Jorris, Stéphane Jacquot, Christine Culerier",Karina Testa,"Karina Testa, Samuel Le Bihan","A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis.",A gang of young thieves flee Paris,6.2,24735,3000000,97182,2783535,125
tt0815178,Davanti agli occhi,The Life Before Her Eyes,2007,30/12/2008,"Drama, Fantasy, Mystery",90,USA,English,,,Vadim Perelman,"Laura Kasischke, Emil Stern","Uma Thurman, Evan Rachel Wood, Eva Amurri Martino, Gabrielle Brennan, Brett Cullen, Oscar Isaac, Jack Gilpin, Maggie Lacey, John Magaro, Lynn Cohen, Nathalie Paulding, Molly Price, Oliver Solomon, Anna Moore, Isabel Keating",Uma Thurman,"Uma Thurman, Evan Rachel Wood",A woman's survivor's guilt from a Columbine-like event twenty years ago causes her present-day idyllic life to fall apart.,A woman's survivor's guilt from,6.3,13505,13000000,303439,7248490,82
tt0815236,Lei è troppo per me,She's Out of My League,2010,18/06/2010,"Comedy, Romance",104,USA,English,Ukrainian,,Jim Field Smith,"Sean Anders, John Morris","Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrence, Lindsay Sloane, Kyle Bornheimer, Jessica St. Clair, Krysten Ritter, Debra Jo Rupp, Adam LeFevre, Kim Shaw, Jasika Nicole, Geoff Stults, Hayes MacArthur",Jay Baruchel,"Jay Baruchel, Alice Eve","An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.",An average Joe meets the perfect,6.4,124762,20000000,32010860,49779728,169
tt0815244,Sydney White - Biancaneve al college,Sydney White,2007,21/09/2007,"Comedy, Drama, Romance",108,USA,English,,,Joe Nussbaum,Chad Gomez Creasey,"Amanda Bynes, Sara Paxton, Matt Long, Jack Carpenter, Jeremy Howard, Crystal Hunt, Adam Hendershott, Danny Strong, Samm Levine, Libby Mintz, John Schneider, Arnie Pantoja, Donté Bonner, Brian Patrick Clarke, Lauren Leech",Amanda Bynes,"Amanda Bynes, Sara Paxton",A modern retelling of Snow White set against students in their freshman year of college in the greek system.,A modern retelling of Snow White,6.2,45476,16500000,11892415,13620075,57
tt0815245,The Uninvited,The Uninvited,2009,29/05/2009,"Drama, Horror, Mystery",87,"USA, Canada, Germany",English,,,"Charles Guard, Thomas Guard","Craig Rosenberg, Doug Miro","Emily Browning, Arielle Kebbel, David Strathairn, Elizabeth Banks, Maya Massar, Kevin McNulty, Jesse Moss, Dean Paul Gibson, Don S. Davis, Lex Burnham, Matthew Bristol, Daniel Bristol, Heather Doerksen, Alf Humphreys, Ryan Cowie",Emily Browning,"Emily Browning, Arielle Kebbel","Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her cruel stepmother and ghastly visions of her dead mother.",Anna returns home after a stint,6.4,75032,,28596818,41633384,209
tt0816258,Pokiri,Pokiri,2006,28/04/2006,"Action, Thriller",164,India,Telugu,,,Puri Jagannadh,"Puri Jagannadh, Puri Jagannadh","Mahesh Babu, Ileana D'Cruz, Prakash Raj, Nassar, Ashish Vidyarthi, Sayaji Shinde, Brahmanandam, Ajay, Sudha, Master Bharath, Ali, Venu Madhav, Mumait Khan, Ganesh Babu, Isai",Mahesh Babu,"Mahesh Babu, Ileana D'Cruz","A local goon's killer instincts earn him his girlfriend's disapproval, a corrupt cop's enmity and a wanted don's attention.",A local goon's killer instincts,7.9,12310,INR 120000000,,93651,18
tt0816436,Black Water,Black Water,2007,24/04/2008,"Action, Adventure, Drama",90,Australia,English,,,"David Nerlich, Andrew Traucki","Andrew Traucki, David Nerlich","Diana Glenn, Maeve Dermody, Andy Rodoreda, Ben Oxenbould, Fiona Press",Diana Glenn,"Diana Glenn, Maeve Dermody",A terrifying tale of survival in the mangrove swamps of Northern Australia,A terrifying tale of survival,5.9,13176,700000,,1271556,119
tt0816442,Storia di una ladra di libri,The Book Thief,2013,27/03/2014,"Drama, War",131,"USA, Germany",English,German,,Brian Percival,"Markus Zusak, Michael Petroni","Roger Allam, Sophie Nélisse, Heike Makatsch, Julian Lehmann, Gotthard Lange, Rainer Reiners, Kirsten Block, Geoffrey Rush, Emily Watson, Nico Liersch, Ludger Bökelmann, Paul Schaefer, Nozomi Linus Kaisar, Oliver Stokowski, Robert Beyer",Roger Allam,"Roger Allam, Sophie Nélisse","While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.",While subjected to the horrors,7.6,125322,19000000,21488481,76586316,292
tt0816462,Conan the Barbarian,Conan the Barbarian,2011,18/08/2011,"Action, Adventure, Fantasy",113,"USA, Bulgaria, Germany, India",English,,,Marcus Nispel,"Thomas Dean Donnelly, Joshua Oppenheimer","Jason Momoa, Stephen Lang, Rachel Nichols, Ron Perlman, Rose McGowan, Bob Sapp, Leo Howard, Steven O'Donnell, Nonso Anozie, Raad Rawi, Laila Rouass, Saïd Taghmaoui, Milton Welsh, Borislav Iliev, Nathan Jones",Jason Momoa,"Jason Momoa, Stephen Lang",A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,A vengeful barbarian warrior sets,5.2,94170,90000000,21295021,63523283,369
tt0816556,Lake Mungo,Lake Mungo,2008,18/06/2008,"Drama, Horror, Mystery",87,Australia,English,,,Joel Anderson,Joel Anderson,"Rosie Traynor, David Pledger, Martin Sharpe, Talia Zucker, Tania Lentini, Cameron Strachan, Judith Roberts, Robin Cuming, Marcus Costello, Chloe Armstrong, Carole Patullo, John Dunn, Laurie Dunn, Kirsty McDonald, James Lawson",Rosie Traynor,"Rosie Traynor, David Pledger",Strange things start happening after a girl is found drowned in a lake.,Strange things start happening,6.3,16773,AUD 1400000,,8128,173
tt0816692,Interstellar,Interstellar,2014,06/11/2014,"Adventure, Drama, Sci-Fi",169,"USA, UK, Canada",English,,,Christopher Nolan,"Jonathan Nolan, Christopher Nolan","Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow, Timothée Chalamet, David Oyelowo, Collette Wolfe, Francis X. McCarthy, Bill Irwin, Anne Hathaway, Andrew Borba, Wes Bentley, William Devane, Michael Caine, David Gyasi",Ellen Burstyn,"Ellen Burstyn, Matthew McConaughey",A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,A team of explorers travel through,8.6,1449256,165000000,188020017,696742056,4100
tt0816711,World War Z,World War Z,2013,27/06/2013,"Action, Adventure, Horror",116,"USA, UK, Malta",English,Spanish,Hebrew,Marc Forster,"Matthew Michael Carnahan, Drew Goddard","Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale, Ludi Boeken, Matthew Fox, Fana Mokoena, David Morse, Elyes Gabel, Peter Capaldi, Pierfrancesco Favino, Ruth Negga, Moritz Bleibtreu, Sterling Jerins, Abigail Hargrove",Brad Pitt,"Brad Pitt, Mireille Enos",Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,Former United Nations employee,7,590172,190000000,202359711,540007876,1135
tt0817177,Il primo amore non si scorda mai,Flipped,2010,10/09/2010,"Comedy, Drama, Romance",90,USA,English,,,Rob Reiner,"Rob Reiner, Andrew Scheinman","Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner, Gillian Pfaff, Michael Boza, Beau Lerner, Jacquelyn Evola, Taylor Groothuis",Madeline Carroll,"Madeline Carroll, Callan McAuliffe",Two eighth-graders start to have feelings for each other despite being total opposites.,Two eighth-graders start to have,7.7,79816,14000000,1755212,4225921,175
tt0817230,Appuntamento con l'amore,Valentine's Day,2010,12/03/2010,"Comedy, Romance",125,USA,English,Spanish,Russian,Garry Marshall,"Katherine Fugate, Katherine Fugate","Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Carter Jenkins, Ashton Kutcher, Queen Latifah, Taylor Lautner",Jessica Alba,"Jessica Alba, Kathy Bates",Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,Intertwining couples and singles,5.7,112228,52000000,110485654,216485654,243
tt0817538,Drillbit Taylor,Drillbit Taylor,2008,11/07/2008,"Action, Comedy, Crime",110,USA,English,,,Steven Brill,"Kristofor Brown, Seth Rogen","Nate Hartley, Troy Gentile, Ian Roberts, Owen Wilson, Casey Boersma, Dylan Boersma, Lisa Ann Walter, Beth Littleford, David Koechner, Matt Walsh, Janet Varney, Lisa Lampanelli, Bill O'Neill, Shaun Weiss, Jordan Valacich",Nate Hartley,"Nate Hartley, Troy Gentile",Three kids hire a low-budget bodyguard to protect them from the playground bully.,Three kids hire a low-budget bodyguard,5.7,57547,40000000,32862104,49944325,112
tt0819714,The Edge of Love,The Edge of Love,2008,20/06/2008,"Biography, Drama, Romance",110,UK,English,Welsh,,John Maybury,"Sharman Macdonald, Rebekah Gilbertson","Simon Armstrong, Ben Batt, Geoffrey Beevers, Rachel Bell, Paul Brooke, Huw Ceredig, Richard Clifford, Richard Dillane, Joel Dommett, Rachel Essex, Craig Gallivan, Callum Godfrey, Simon Kassianides, Keira Knightley, Anne Lambton",Simon Armstrong,"Simon Armstrong, Ben Batt","Two feisty, free-spirited women are connected by the brilliant, charismatic poet who loves them both.","Two feisty, free-spirited women",6.3,16252,,,4297711,53
tt0821640,La rivolta delle ex,Ghosts of Girlfriends Past,2009,03/07/2009,"Comedy, Fantasy, Romance",115,USA,English,Japanese,Chinese,Mark Waters,"Jon Lucas, Scott Moore","Matthew McConaughey, Jennifer Garner, Michael Douglas, Breckin Meyer, Lacey Chabert, Robert Forster, Anne Archer, Emma Stone, Daniel Sunjata, Noureen DeWulf, Rachel Boston, Camille Guaty, Amanda Walsh, Emily Baldoni, Catherine Haena Kim",Matthew McConaughey,Matthew McConaughey,"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends.",While attending his brother's,5.8,82511,37500000,55250026,102366815,129
tt0821642,Il solista,The Soloist,2009,23/07/2010,"Biography, Drama, Music",117,"UK, France, USA",English,,,Joe Wright,"Susannah Grant, Steve Lopez","Jamie Foxx, Robert Downey Jr., Catherine Keener, Tom Hollander, LisaGay Hamilton, Nelsan Ellis, Rachael Harris, Stephen Root, Lorraine Toussaint, Justin Martin, Kokayi Ampah, Patrick Tatten, Susane Lee, Marcos De Silvas, Ilia Volok",Jamie Foxx,"Jamie Foxx, Robert Downey Jr.",A newspaper journalist discovers a homeless musical genius and tries to improve his situation.,A newspaper journalist discovers,6.7,50879,60000000,31720158,38332994,157
tt0822832,Io & Marley,Marley & Me,2008,03/04/2009,"Comedy, Drama, Family",111,USA,English,,,David Frankel,"Scott Frank, Don Roos","Owen Wilson, Jennifer Aniston, Eric Dane, Kathleen Turner, Alan Arkin, Nathan Gamble, Haley Bennett, Ann Dowd, Clarke Peters, Finley Jacobsen, Lucy Merriam, Bryce Robinson, Ben Hyland, Sarah O'Kelly, Keith Hudson",Owen Wilson,"Owen Wilson, Jennifer Aniston","A family learns important life lessons from their adorable, but naughty and neurotic dog.",A family learns important life,7.1,144191,60000000,143153751,255743093,347
tt0822847,Priest,Priest,2011,15/06/2011,"Action, Horror, Thriller",87,USA,English,,,Scott Stewart,"Cory Goodman, Min-Woo Hyung","Paul Bettany, Karl Urban, Cam Gigandet, Maggie Q, Lily Collins, Brad Dourif, Stephen Moyer, Christopher Plummer, Alan Dale, Mädchen Amick, Jacob Hopkins, Dave Florek, Joel Polinsky, Josh Wingate, Jon Braver",Paul Bettany,"Paul Bettany, Karl Urban",A priest disobeys church law to track down the vampires who kidnapped his niece.,A priest disobeys church law to,5.7,113397,60000000,29137000,78309505,274
tt0822854,Shooter,Shooter,2007,20/04/2007,"Action, Drama, Thriller",124,USA,English,,,Antoine Fuqua,"Jonathan Lemkin, Stephen Hunter","Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara, Elias Koteas, Rhona Mitra, Jonathan Walker, Louis Ferreira, Tate Donovan, Rade Serbedzija, A.C. Peterson, Ned Beatty, Lane Garrison, Zak Santiago, Michael-Ann Connor",Mark Wahlberg,"Mark Wahlberg, Michael Peña","A marksman living in exile is coaxed back into action after learning of a plot to kill the President. After being double crossed for the attempt and on the run, he sets out for the real killer and the truth.",A marksman living in exile is,7.2,305429,61000000,47003582,95696996,377
tt0824747,Changeling,Changeling,2008,14/11/2008,"Biography, Crime, Drama",141,USA,English,,,Clint Eastwood,J. Michael Straczynski,"Angelina Jolie, Gattlin Griffith, Michelle Gunn, Jan Devereaux, Erica Grant, Antonia Bennett, Kerri Randles, Frank Wood, Morgan Eastwood, Madison Hodges, John Malkovich, Colm Feore, Devon Conti, Ric Sarabia, J.P. Bumstead",Angelina Jolie,"Angelina Jolie, Gattlin Griffith",Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,Grief-stricken mother Christine,7.7,233510,55000000,35739802,113398237,438
tt0824758,The Last Station,The Last Station,2009,28/05/2010,"Biography, Drama, Romance",112,"UK, Germany, Russia",English,,,Michael Hoffman,"Michael Hoffman, Jay Parini","Helen Mirren, Christopher Plummer, Paul Giamatti, James McAvoy, John Sessions, Patrick Kennedy, Kerry Condon, Anne-Marie Duff, Tomas Spencer, Christian Gaul, Wolfgang Häntsch, David Masterson, Anastasia Tolstoy",Helen Mirren,"Helen Mirren, Christopher Plummer",A historical drama that illustrates Russian author Leo Tolstoy's (Christopher Plummer's) struggle to balance fame and wealth with his commitment to a life devoid of material things.,A historical drama that illustrates,7,17585,18000000,6617867,20554320,85
tt0825232,Non è mai troppo tardi,The Bucket List,2007,25/01/2008,"Comedy, Drama",97,USA,English,,,Rob Reiner,Justin Zackham,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd, Rob Morrow, Alfonso Freeman, Rowena King, Annton Berry Jr., Verda Bridges, Destiny Brownridge, Brian Copeland, Ian Anthony Dale, Jennifer Defrancisco, Angela Gardner, Noel Gugliemi",Jack Nicholson,"Jack Nicholson, Morgan Freeman",Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,Two terminally ill men escape,7.4,226825,45000000,93466502,175372502,368
tt0825236,Caramel,Sukkar banat,2007,21/12/2007,"Comedy, Drama, Romance",95,"France, Lebanon",Arabic,French,,Nadine Labaki,"Nadine Labaki, Jihad Hojeily","Nadine Labaki, Yasmine Al Massri, Joanna Moukarzel, Gisèle Aouad, Adel Karam, Seham Haddad, Aziza Semaan, Fatmeh Safa, Dimitri Staneofski, Fadia Stella, Ismaïl Antar, Cinderella Al Hajj, Daed Al Khoury, Farida Saleba, Jocelyne El Khoury",Nadine Labaki,"Nadine Labaki, Yasmine Al Massri",A romantic comedy centered on the daily lives of five Lebanese women living in Beirut.,A romantic comedy centered on,7.1,12457,EUR 1300000,1055580,14248749,67
tt0827503,Il pagliaccio,Hokkabaz,2006,20/10/2006,"Comedy, Drama",122,Turkey,English,Turkish,,"Ali Taner Baltaci, Cem Yilmaz",Cem Yilmaz,"Cem Yilmaz, Mazhar Alanson, Özlem Tekin, Tuna Orhan, Tuncer Salman, Kemal Inci, Gürgen Öz, Caner Alkaya, Ayçe Abana, Bahtiyar Engin, Ozan Uygun, Onuryay Evrentan, Suat Önen, Selim Erdogan, Gamze Demirbilek",Cem Yilmaz,"Cem Yilmaz, Mazhar Alanson","Failed magician Iskender decides to do a tour to save his career, but has to bring his grumpy and senile father along. The tour is quite unexpectedly interrupted when a bride actually disappears from the stage.",Failed magician Iskender decides,7.4,29499,,,9156764,15
tt0829150,Dracula Untold,Dracula Untold,2014,30/10/2014,"Action, Drama, Fantasy",92,"USA, UK, Ireland",English,Turkish,,Gary Shore,"Matt Sazama, Burk Sharpless","Luke Evans, Sarah Gadon, Dominic Cooper, Art Parkinson, Charles Dance, Diarmaid Murtagh, Paul Kaye, William Houston, Noah Huntley, Ronan Vibert, Zach McGowan, Ferdinand Kingsley, Joseph Long, Thor Kristjansson, Jakub Gierszal",Luke Evans,"Luke Evans, Sarah Gadon","As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",As his kingdom is being threatened,6.3,174045,70000000,56280355,217124280,526
tt0829297,Ten Inch Hero,Ten Inch Hero,2007,25/04/2007,"Comedy, Drama, Romance",102,USA,English,,,David Mackay,Betsy Morris,"Elisabeth Harnois, Clea DuVall, Sean Patrick Flanery, Jensen Ackles, Danneel Ackles, Alice Krige, John Doe, Sean Wing, Adair Tishler, Jordan Belfi, Matt Barr, Peter Dennis, Judith Drake, Tony Daly, Jeff Kahn",Elisabeth Harnois,"Elisabeth Harnois, Clea DuVall","An artist gets a job at a beachside sandwich shop, where she hangs out with a techie, a flirt, a rocker, a hippie, and a Wiccan.",An artist gets a job at a beachside,7.4,11729,,,,82
tt0829459,Un cuore grande,A Mighty Heart,2007,16/11/2007,"Biography, Drama, History",108,"USA, UK",English,French,Urdu,Michael Winterbottom,"John Orloff, Mariane Pearl","Dan Futterman, Angelina Jolie, Archie Panjabi, Mohammed Afzal, Mushtaq Khan, Daud Khan, Telal Saeed, Arif Khan, Tipu Taheer, Amit Dhawan, Saira Nasir Khan, Aliya Khan, Sarah Mone, Bushra Parwani, Zafar Karachiwala",Dan Futterman,"Dan Futterman, Angelina Jolie","Mariane Pearl embarks on a frantic search to locate her journalist husband, Daniel, when he goes missing in Pakistan.",Mariane Pearl embarks on a frantic,6.6,26637,16000000,9176787,19008745,123
tt0829482,Suxbad: Tre menti sopra il pelo,Superbad,2007,21/09/2007,Comedy,113,USA,English,,,Greg Mottola,"Seth Rogen, Evan Goldberg","Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan, Clement Blake, Erica Vittina Phillips, Joe Nunez, Dave Franco, Marcella Lentz-Pope",Jonah Hill,"Jonah Hill, Michael Cera",Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Two co-dependent high school seniors,7.6,511454,20000000,121463226,170812526,660
tt0830515,Quantum of Solace,Quantum of Solace,2008,07/11/2008,"Action, Adventure, Thriller",106,"UK, USA",English,Spanish,Italian,Marc Forster,"Paul Haggis, Neal Purvis","Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman, Rory Kinnear, Tim Pigott-Smith, Joaquín Cosio, Fernando Guillén Cuervo, Jesús Ochoa",Daniel Craig,"Daniel Craig, Olga Kurylenko",James Bond descends into mystery as he tries to stop a mysterious organisation from eliminating a country's most valuable resource.,James Bond descends into mystery,6.6,397640,200000000,168368427,589580482,1319
tt0830558,La ragazza della porta accanto,The Girl Next Door,2007,17/10/2008,"Crime, Drama, Horror",91,USA,English,,,Gregory Wilson,"Daniel Farrands, Philip Nutman","William Atherton, Blythe Auffarth, Blanche Baker, Kevin Chamberlin, Dean Faulkenberry, Gabrielle Howarth, Benjamin Ross Kaplan, Spenser Leigh, Daniel Manche, Mark Margolis, Graham Patrick Martin, Michael Nardella, Greg Northrop, Grant Show, Santo Silvestro",William Atherton,"William Atherton, Blythe Auffarth",Follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt and the boys who witness and fail to report the crime.,Follows the unspeakable torture,6.6,22906,,,,222
tt0831387,Godzilla,Godzilla,2014,15/05/2014,"Action, Adventure, Sci-Fi",123,"USA, Japan",English,Japanese,,Gareth Edwards,"Ishirô Honda, Takeo Murata","Aaron Taylor-Johnson, CJ Adams, Ken Watanabe, Bryan Cranston, Elizabeth Olsen, Carson Bolde, Sally Hawkins, Juliette Binoche, David Strathairn, Richard T. Jones, Victor Rasuk, Patrick Sabongui, Jared Keeso, Luc Roderique, James Pizzinato",Aaron Taylor-Johnson,Aaron Taylor-Johnson,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",The world is beset by the appearance,6.4,369814,160000000,200676069,524976069,1643
tt0831884,Reservation Road,Reservation Road,2007,23/05/2008,"Crime, Drama, Thriller",102,"USA, Germany",English,,,Terry George,"John Burnham Schwartz, Terry George","Joaquin Phoenix, Elle Fanning, Jennifer Connelly, Sean Curley, Samuel Ryan Finn, Eddie Alderson, Mark Ruffalo, Susan Powell, Cordell Clyde, Antoni Corone, Kevin Herbst, Mira Sorvino, Gary Kohn, John Slattery, Nora Ferrari",Joaquin Phoenix,"Joaquin Phoenix, Elle Fanning",The lives of two families change forever after a fatal tragedy takes place on Reservation Road.,The lives of two families change,6.7,22216,11000000,121994,1783226,80
tt0831887,The Spirit,The Spirit,2008,25/12/2008,"Action, Crime, Fantasy",103,USA,English,French,,Frank Miller,"Frank Miller, Will Eisner","Jaime King, Gabriel Macht, Dan Gerrity, Arthur the Cat, Kimberly Cox, Brian Neal Lucero, David Brian Martin, Larry Reinhardt-Meyer, Frank Miller, Eva Mendes, Eric Balfour, Samuel L. Jackson, Louis Lombardi, Scarlett Johansson, Sarah Paulson",Jaime King,"Jaime King, Gabriel Macht","Rookie cop Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces in Central City.",Rookie cop Denny Colt returns,4.8,59015,60000000,19806188,39164441,317
tt0831888,Tekkonkinkreet - Soli contro tutti,Tekkon kinkurîto,2006,23/12/2006,"Animation, Action, Adventure",111,Japan,Japanese,,,Michael Arias,"Anthony Weintraub, Taiyô Matsumoto","Kazunari Ninomiya, Yû Aoi, Yûsuke Iseya, Kankurô Kudô, Min Tanaka, Rokurô Naya, Tomomichi Nishimura, Mugihito, Nao Ohmori, Yoshinori Okada, Kazuko Kurosawa, Tomoko Murakami, Miyuki Ohshima, Yûki Tamaki, Mayumi Yamaguchi",Kazunari Ninomiya,"Kazunari Ninomiya, Yû Aoi",2 boys defend Treasure Town. Yakuza try to take over and clear it for new development.,2 boys defend Treasure Town. Yakuza,7.6,12356,4200000,6000,42840,32
tt0832266,"Certamente, forse","Definitely, Maybe",2008,16/05/2008,"Comedy, Drama, Romance",112,"UK, France, Germany, USA",English,,,Adam Brooks,Adam Brooks,"Ryan Reynolds, An Nguyen, Matthew Mason, Rick Derby, Sakina Jaffrey, Bob Wiltfong, Ryder Chasin, Fiona Lane, Dana Eskelson, Blake Benitez, Paulina Gerzon, Victoria Goldsmith, Ashtyn Greenstein, Ashley Grenier, Dylan Hartigan",Ryan Reynolds,"Ryan Reynolds, An Nguyen",A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.,A political consultant tries to,7.1,152790,,32241649,55990299,203
tt0834001,Underworld - La ribellione dei Lycans,Underworld: Rise of the Lycans,2009,20/02/2009,"Action, Fantasy, Thriller",92,"USA, New Zealand",English,,,Patrick Tatopoulos,"Danny McBride, Dirk Blackman","Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh, Kevin Grevioux, David Aston, Geraldine Brophy, Leighton Cardno, Alex Carroll, Elizabeth Hawthorne, Jason Hood, Mark Mitchinson, Tania Nolan, Craig Parker, Timothy Raby",Michael Sheen,"Michael Sheen, Bill Nighy","An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",An origins story centered on the,6.6,148885,35000000,45802315,92158961,190
tt0837106,Arn: Tempelriddaren,Arn: Tempelriddaren,2007,17/12/2007,"Action, Drama, Romance",139,"Sweden, UK, Denmark, Norway, Finland, Germany, Morocco",Swedish,English,Arabic,Peter Flinth,"Jan Guillou, Hans Gunnarsson","Joakim Nätterqvist, Sofia Helin, Stellan Skarsgård, Michael Nyqvist, Mirja Turestedt, Morgan Alling, Sven-Bertil Taube, Bibi Andersson, Fanny Risberg, Gustaf Skarsgård, Simon Callow, Vincent Perez, Julia Dufvenius, Svante Martin, Jørgen Langhelle",Joakim Nätterqvist,"Joakim Nätterqvist, Sofia Helin","Arn, the son of a high-ranking Swedish nobleman is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love.","Arn, the son of a high-ranking",6.6,20871,EUR 25000000,,21287566,65
tt0837562,Hotel Transylvania,Hotel Transylvania,2012,08/11/2012,"Animation, Comedy, Family",91,USA,English,,,Genndy Tartakovsky,"Peter Baynham, Robert Smigel","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, CeeLo Green, Jon Lovitz, Brian George, Luenell, Brian Stack, Chris Parnell, Jackie Sandler",Adam Sandler,"Adam Sandler, Andy Samberg","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.","Dracula, who operates a high-end",7.1,218566,85000000,148313048,358375603,226
tt0837563,Pet Sematary,Pet Sematary,2019,09/05/2019,"Horror, Mystery, Thriller",101,"USA, Canada",English,,,"Kevin Kölsch, Dennis Widmyer","Stephen King, Matt Greenberg","Jason Clarke, Amy Seimetz, John Lithgow, Jeté Laurence, Hugo Lavoie, Lucas Lavoie, Obssa Ahmed, Alyssa Brooke Levine, Maria Herrera, Frank Schorpion, Linda E. Smith, Sonia Maria Chirila, Naomi Frenette, Suzi Stingl, Kelly Lee",Jason Clarke,"Jason Clarke, Amy Seimetz","Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home.","Dr. Louis Creed and his wife,",5.7,76819,21000000,54724696,113118226,1169
tt0838221,Il treno per il Darjeeling,The Darjeeling Limited,2007,30/04/2008,"Adventure, Comedy, Drama",91,USA,English,Hindi,German,Wes Anderson,"Wes Anderson, Roman Coppola","Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan, Wallace Wolodarsky, Waris Ahluwalia, Irrfan Khan, Barbet Schroeder, Camilla Rutherford, Bill Murray, Anjelica Huston, A.P. Singh, Kumar Pallana, Dalpat Singh, Trudy Matthys",Owen Wilson,"Owen Wilson, Adrien Brody","A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.","A year after their father's funeral,",7.2,176784,16000000,11902715,35307949,319
