order_id,customer_id,order_amount,order_date,channel
17706,1704,38.2,2025-05-21,In-Store
17707,3416,16.77,2024-02-17,Online
17708,1135,23.29,2023-03-11,Online
17709,2445,41.17,2023-03-04,Online
17710,2609,27.98,2025-09-21,In-Store
17711,1209,30.07,2023-08-14,In-Store
17712,1930,18.58,2021-12-22,Online
17713,1294,38.79,2025-07-26,Online
17714,506,10.74,2025-05-11,Online
17715,2151,32.62,2024-12-28,In-Store
17716,2812,32.25,2023-12-04,Online
17717,448,21.38,2022-11-28,Online
17718,1776,16.34,2025-01-11,In-Store
17719,2298,13.54,2022-02-11,Online
17720,4664,88.05,2023-01-08,Online
17721,3034,15.18,2023-05-21,Online
17722,4710,17.59,2021-05-06,Online
17723,2616,16.96,2022-11-02,Online
17724,4000,39.8,2024-02-08,Online
17725,482,28.62,2021-05-10,Online
17726,2815,26.55,2021-11-25,In-Store
17727,1753,18.92,2022-03-19,In-Store
17728,3637,19.63,2021-02-26,Online
17729,4375,75.68,2024-08-14,Online
17730,3562,77.49,2024-11-09,In-Store
17731,438,76.19,2021-04-13,In-Store
17732,3095,17.59,2025-11-01,Online
17733,3709,21.34,2025-03-12,Online
17734,150,17.43,2021-05-12,In-Store
17735,836,31.51,2024-09-18,Online
17736,3394,36.77,2023-05-27,Online
17737,1567,14.13,2021-10-15,Online
17738,313,26.66,2024-12-18,Online
17739,4434,43.37,2021-05-09,In-Store
17740,4756,46.57,2024-04-07,Online
17741,1854,20.94,2025-12-13,Online
17742,4968,18.83,2025-11-12,Online
17743,4272,27.45,2021-03-23,Online
17744,2770,17.53,2022-04-13,Online
17745,3726,42.28,2025-04-03,Online
17746,4684,44.82,2024-11-16,Online
17747,3632,45.5,2023-02-15,Online
17748,1680,13.7,2022-07-16,In-Store
17749,955,14.38,2021-12-21,Online
17750,2151,25.39,2023-10-19,In-Store
17751,926,8.2,2024-09-20,In-Store
17752,112,40.23,2023-06-17,Online
17753,2266,33.7,2025-11-04,Online
17754,1639,64.48,2025-10-04,Online
17755,476,44.78,2025-07-05,In-Store
17756,4347,39.28,2021-11-06,Online
17757,608,27.01,2024-12-25,In-Store
17758,3141,41.03,2025-05-12,Online
17759,2833,81.65,2022-09-06,Online
17760,4904,27.15,2023-09-26,In-Store
17761,1252,21.48,2023-09-21,In-Store
17762,1156,33.33,2025-02-19,Online
17763,3129,41.87,2025-01-24,In-Store
17764,2783,44.93,2025-02-05,Online
17765,4043,43.54,2025-04-18,In-Store
17766,851,32.17,2025-02-25,In-Store
17767,1499,37.81,2023-06-10,Online
17768,27,57.5,2022-03-09,Online
17769,3609,23.19,2023-09-07,Online
17770,1620,21.16,2023-07-04,In-Store
17771,1157,23.17,2022-09-05,Online
17772,3009,37.14,2022-11-03,In-Store
17773,1244,18.84,2021-07-18,In-Store
17774,286,30.59,2021-12-24,Online
17775,1158,20.92,2025-05-24,Online
17776,4238,30.09,2025-10-11,Online
17777,2970,10.02,2022-11-07,In-Store
17778,2343,19.28,2023-11-28,In-Store
17779,2449,34.46,2025-12-15,Online
17780,4984,56.5,2021-03-22,Online
17781,158,33.78,2023-08-13,Online
17782,794,13.53,2023-09-18,Online
17783,4320,14.78,2023-11-15,In-Store
17784,2671,34.28,2025-12-13,Online
17785,4978,30.42,2023-11-25,In-Store
17786,3416,54.92,2021-12-14,Online
17787,3615,85.85,2025-12-10,Online
17788,2891,37.56,2022-09-26,Online
17789,93,17.46,2024-10-26,Online
17790,4535,53.16,2023-02-25,Online
17791,2610,14.67,2024-08-23,Online
17792,51,23.43,2024-04-15,Online
17793,1041,28.43,2024-11-02,In-Store
17794,1740,26.8,2024-08-10,Online
17795,1427,30.24,2024-04-07,In-Store
17796,139,31.27,2025-11-01,Online
17797,1396,26.53,2023-01-07,Online
17798,4468,21.76,2024-11-30,Online
17799,2938,14.78,2023-09-09,Online
17800,1626,68.09,2022-07-02,In-Store
17801,437,21.29,2021-03-23,Online
17802,3743,15.75,2025-11-15,In-Store
17803,3594,16.37,2022-12-14,Online
17804,12,9.07,2021-08-01,Online
17805,4971,37.44,2023-01-25,In-Store
17806,1317,54.28,2021-10-16,Online
17807,1297,25.85,2024-10-08,In-Store
17808,1501,36.29,2022-08-20,Online
17809,4810,25.57,2025-12-14,Online
17810,4194,21.56,2024-01-08,In-Store
17811,3177,19.03,2022-08-03,Online
17812,2463,13.6,2023-03-15,Online
17813,1626,18.31,2025-09-28,Online
17814,1669,49.12,2021-07-13,Online
17815,1620,28.26,2022-10-04,In-Store
17816,4301,17.5,2021-04-13,Online
17817,3401,19.43,2021-10-19,In-Store
17818,2027,21.46,2022-11-20,Online
17819,4971,37.83,2023-06-07,Online
17820,874,33.44,2024-01-27,Online
17821,387,12.83,2023-12-14,Online
17822,1825,34.52,2023-07-20,Online
17823,4918,26.69,2023-07-19,In-Store
17824,123,43.44,2023-11-01,Online
17825,405,46.81,2025-08-07,In-Store
17826,1694,24.97,2023-12-20,Online
17827,4943,63.85,2022-09-03,Online
17828,1703,46.9,2023-12-24,Online
17829,3386,10.47,2023-05-09,Online
17830,4311,83.66,2021-06-20,Online
17831,3345,33.53,2022-08-10,Online
17832,446,25.44,2023-05-21,In-Store
17833,728,22.16,2025-04-21,In-Store
17834,1281,46.35,2023-11-11,In-Store
17835,3966,25.91,2021-01-11,In-Store
17836,3991,34.78,2025-10-08,Online
17837,837,17.71,2023-04-28,Online
17838,1885,61.28,2024-08-24,Online
17839,691,27.17,2024-11-02,In-Store
17840,2354,9.52,2024-05-01,In-Store
17841,1806,24.83,2021-03-02,In-Store
17842,4966,10.33,2022-02-01,Online
17843,1937,26.13,2022-03-04,In-Store
17844,254,44.33,2023-04-18,Online
17845,2599,15.2,2025-04-14,In-Store
17846,4529,22.89,2021-04-10,In-Store
17847,1834,22.11,2022-06-19,In-Store
17848,4069,13.2,2023-03-27,Online
17849,2079,54.15,2022-10-21,In-Store
17850,2829,26.34,2023-12-10,Online
17851,2506,11.62,2024-03-23,Online
17852,4359,36.34,2024-08-04,In-Store
17853,2829,12.21,2024-04-22,In-Store
17854,1884,30.13,2022-09-21,Online
17855,3818,28.04,2024-01-27,In-Store
17856,255,23.99,2021-01-05,Online
17857,1355,18.82,2025-09-20,In-Store
17858,1428,40.15,2025-12-19,Online
17859,2831,13.71,2022-05-09,In-Store
17860,4153,23.46,2024-11-27,Online
17861,2759,35.94,2024-03-16,In-Store
17862,2276,17.55,2021-01-23,Online
17863,331,52.23,2025-06-28,Online
17864,4854,13.66,2021-08-14,Online
17865,1474,17.51,2022-03-03,In-Store
17866,639,19.26,2022-08-15,Online
17867,4148,36.63,2023-11-11,In-Store
17868,4440,9.46,2025-10-17,In-Store
17869,1489,7.26,2025-10-10,Online
17870,2728,54.18,2025-11-17,Online
17871,3902,15.45,2022-12-05,Online
17872,112,13.63,2024-04-26,Online
17873,4941,17.9,2023-08-02,Online
17874,1612,9.87,2023-08-26,Online
17875,2385,8.99,2022-10-25,In-Store
17876,255,62.89,2022-12-06,Online
17877,236,54.07,2023-08-05,In-Store
17878,556,39.3,2022-07-04,Online
17879,1598,49.12,2023-01-15,In-Store
17880,4608,17.1,2024-02-15,Online
17881,2577,60.8,2023-12-08,In-Store
17882,1620,11.24,2021-04-23,In-Store
17883,2241,11.84,2025-08-09,In-Store
17884,1313,91.23,2023-10-13,Online
17885,3115,29.86,2023-01-14,Online
17886,2530,52.03,2021-11-05,Online
17887,1881,69.03,2021-05-19,Online
17888,3430,26.16,2024-03-24,Online
17889,1954,7.42,2024-11-19,In-Store
17890,4015,30.03,2024-03-27,In-Store
17891,2982,37.58,2025-04-18,Online
17892,1001,36.04,2025-12-28,Online
17893,801,17.96,2024-10-04,In-Store
17894,1262,28.54,2021-02-27,Online
17895,4591,14.31,2025-06-07,Online
17896,4097,30.41,2025-12-18,In-Store
17897,4866,24.26,2024-12-21,In-Store
17898,3710,50.71,2021-08-28,Online
17899,4572,8.4,2023-11-25,Online
17900,1762,14.62,2025-07-24,Online
17901,3088,47.04,2025-02-21,Online
17902,1953,14.98,2024-04-06,Online
17903,4316,32.16,2023-11-13,Online
17904,4984,61.67,2025-10-25,In-Store
17905,3716,24.9,2025-12-20,Online
17906,3894,47.82,2023-12-10,In-Store
17907,4391,25.33,2023-08-19,In-Store
17908,476,39.45,2022-05-11,In-Store
17909,2398,76.16,2023-11-10,Online
17910,3658,22.91,2025-02-01,Online
17911,3009,19.47,2023-10-07,In-Store
17912,2691,16.52,2025-10-22,Online
17913,1920,22.45,2025-11-23,Online
17914,1089,18.29,2025-08-09,Online
17915,4610,16.56,2023-02-20,In-Store
17916,3666,67.92,2021-12-12,Online
17917,3049,30.62,2025-09-27,Online
17918,423,27.32,2022-01-09,Online
17919,556,25.63,2025-12-08,In-Store
17920,2155,21.39,2021-08-27,In-Store
17921,622,25.2,2022-12-20,Online
17922,730,8.33,2025-04-12,Online
17923,407,30.4,2023-05-27,Online
17924,1466,73.34,2021-07-10,Online
17925,62,31.39,2023-09-09,In-Store
17926,3656,67.31,2025-09-14,Online
17927,2986,35.41,2024-10-09,Online
17928,2532,12.0,2025-01-11,Online
17929,4941,23.47,2023-04-24,In-Store
17930,2399,32.61,2025-01-07,Online
17931,4339,33.15,2021-01-08,Online
17932,939,9.84,2025-12-25,Online
17933,1312,21.54,2023-02-08,Online
17934,1634,31.98,2024-03-09,Online
17935,4958,32.13,2022-12-14,Online
17936,4532,42.32,2025-06-13,In-Store
17937,2230,17.12,2024-01-20,In-Store
17938,4213,25.37,2024-10-28,Online
17939,1148,37.44,2023-08-24,Online
17940,2954,14.69,2024-06-27,Online
17941,797,24.38,2022-12-16,Online
17942,2863,54.88,2025-06-28,Online
17943,1097,26.12,2024-06-18,Online
17944,2925,19.46,2023-09-05,In-Store
17945,2139,38.79,2025-06-11,Online
17946,2786,48.49,2024-09-13,In-Store
17947,794,42.31,2022-12-24,In-Store
17948,2529,22.39,2023-10-27,In-Store
17949,1577,27.58,2024-12-21,In-Store
17950,710,15.79,2023-11-19,In-Store
17951,2495,12.95,2025-06-02,In-Store
17952,684,12.18,2025-01-28,Online
17953,2136,23.48,2025-10-25,In-Store
17954,1608,20.39,2022-12-18,Online
17955,2702,21.61,2021-06-07,Online
17956,2411,25.83,2021-05-14,Online
17957,665,28.42,2025-11-14,Online
17958,1390,34.77,2025-03-21,Online
17959,2775,16.09,2024-04-21,Online
17960,4153,34.23,2023-09-17,Online
17961,297,20.52,2023-04-24,Online
17962,451,29.63,2021-08-08,Online
17963,3973,10.25,2021-02-14,In-Store
17964,1687,84.47,2022-10-07,Online
17965,1268,13.5,2023-03-05,Online
17966,1129,19.83,2025-10-18,Online
17967,4856,8.07,2022-09-20,Online
17968,2552,34.84,2021-12-24,In-Store
17969,792,46.2,2022-02-10,In-Store
17970,2026,11.78,2024-05-25,Online
17971,1289,24.06,2022-03-17,Online
17972,830,32.24,2024-12-12,Online
17973,4901,33.79,2025-07-23,Online
17974,2214,87.36,2021-03-05,Online
17975,3456,61.11,2025-02-22,Online
17976,4481,22.17,2025-09-07,Online
17977,1019,10.63,2025-12-17,Online
17978,635,24.22,2024-11-26,Online
17979,1288,24.71,2024-11-03,In-Store
17980,3562,18.19,2025-03-08,Online
17981,1899,20.79,2021-10-18,Online
17982,2436,9.33,2023-07-29,In-Store
17983,105,27.27,2022-08-26,Online
17984,22,27.16,2024-11-07,In-Store
17985,2029,10.67,2024-11-10,In-Store
17986,736,20.63,2023-01-08,In-Store
17987,3942,101.5,2025-10-25,In-Store
17988,4752,17.42,2024-10-12,Online
17989,4628,39.58,2025-02-02,Online
17990,2313,30.23,2024-02-26,Online
17991,1429,39.47,2025-08-12,In-Store
17992,2411,31.75,2025-02-09,Online
17993,521,13.26,2025-06-28,Online
17994,4718,54.43,2021-05-27,Online
17995,3348,24.66,2025-08-04,Online
17996,1428,8.81,2025-08-20,Online
17997,3784,55.81,2025-09-08,Online
17998,1207,160.1,2025-08-22,Online
17999,3743,51.72,2023-03-13,In-Store
18000,2004,14.55,2025-11-15,In-Store
18001,4310,20.07,2024-08-14,Online
18002,4954,46.27,2024-04-27,Online
18003,1592,24.35,2024-07-27,Online
18004,2743,56.34,2023-07-16,Online
18005,1169,22.22,2022-12-06,Online
18006,3985,53.62,2024-09-21,Online
18007,2452,65.8,2024-08-03,Online
18008,4927,31.86,2024-12-07,Online
18009,4421,16.72,2024-11-07,In-Store
18010,1355,14.17,2025-08-19,Online
18011,591,25.98,2021-05-09,Online
18012,3088,28.62,2025-11-06,Online
18013,1583,63.36,2022-07-02,Online
18014,1252,28.61,2023-10-24,Online
18015,2714,47.26,2024-06-01,Online
18016,2685,27.49,2024-04-18,Online
18017,2681,12.14,2024-03-03,Online
18018,1467,23.88,2023-06-26,In-Store
18019,759,13.18,2025-10-28,In-Store
18020,906,23.34,2024-02-07,Online
18021,3603,18.09,2023-04-25,In-Store
18022,2325,12.21,2023-05-22,In-Store
18023,2331,20.49,2021-05-08,Online
18024,4892,36.55,2025-12-07,Online
18025,4591,16.01,2022-11-14,Online
18026,329,26.3,2022-07-14,Online
18027,3975,37.48,2022-02-23,Online
18028,1224,18.44,2025-08-23,Online
18029,3611,36.03,2022-09-12,In-Store
18030,853,21.83,2025-06-17,Online
18031,717,10.69,2021-09-26,Online
18032,4697,20.14,2024-09-14,In-Store
18033,2783,44.83,2023-05-01,Online
18034,1735,18.42,2021-03-24,In-Store
18035,4445,54.99,2025-10-21,Online
18036,1444,20.84,2021-07-11,Online
18037,322,20.72,2025-10-24,In-Store
18038,1971,19.79,2022-12-06,In-Store
18039,3536,24.12,2025-11-24,Online
18040,3304,16.69,2021-07-10,Online
18041,2358,18.34,2025-11-01,In-Store
18042,2549,11.62,2021-02-25,Online
18043,2644,23.12,2023-12-05,Online
18044,1861,11.28,2021-04-11,In-Store
18045,414,8.78,2023-07-13,Online
18046,774,29.01,2021-06-18,In-Store
18047,3616,36.75,2025-11-23,In-Store
18048,4032,25.97,2023-09-27,Online
18049,1973,24.66,2023-08-06,Online
18050,1639,24.92,2025-10-05,In-Store
18051,3022,17.21,2025-06-25,Online
18052,112,41.52,2025-05-08,Online
18053,2834,22.66,2021-05-20,In-Store
18054,2329,48.77,2023-01-10,Online
18055,2199,6.19,2024-08-11,Online
18056,6,23.66,2025-07-20,In-Store
18057,4711,81.48,2022-01-08,Online
18058,854,22.74,2024-01-16,Online
18059,563,9.14,2022-01-13,Online
18060,1920,10.41,2023-07-11,Online
18061,3883,34.01,2022-05-13,Online
18062,3808,21.3,2025-11-12,Online
18063,2557,11.98,2023-08-28,Online
18064,2732,10.05,2024-10-01,In-Store
18065,2263,42.16,2024-01-12,Online
18066,128,14.32,2024-11-07,Online
18067,1383,11.72,2024-08-21,In-Store
18068,1939,36.15,2022-09-10,Online
18069,2762,15.72,2025-11-19,In-Store
18070,3288,35.38,2022-06-03,Online
18071,4944,11.95,2024-01-22,Online
18072,2530,44.79,2021-09-26,Online
18073,3352,50.69,2023-04-05,Online
18074,4805,21.47,2023-10-14,Online
18075,1388,23.19,2024-11-18,Online
18076,2256,35.18,2024-02-03,Online
18077,3607,47.72,2025-04-26,Online
18078,2816,28.33,2023-06-08,Online
18079,4454,25.43,2021-11-17,Online
18080,2821,53.82,2023-06-16,Online
18081,4610,57.35,2022-08-14,Online
18082,728,40.74,2025-05-05,Online
18083,4000,38.58,2022-09-17,Online
18084,1056,26.16,2023-09-11,Online
18085,248,24.74,2025-05-21,Online
18086,556,50.73,2023-06-10,Online
18087,2895,20.6,2025-08-16,Online
18088,1447,49.05,2024-10-24,Online
18089,710,32.21,2022-12-05,In-Store
18090,3136,59.93,2025-07-19,Online
18091,2430,8.74,2024-05-27,In-Store
18092,1892,24.76,2022-08-20,In-Store
18093,2673,8.16,2025-10-17,In-Store
18094,4298,62.85,2022-06-10,Online
18095,3619,47.24,2021-12-12,Online
18096,2467,22.17,2025-09-10,Online
18097,4091,49.77,2022-05-05,In-Store
18098,4301,12.77,2025-03-01,Online
18099,1870,6.42,2021-10-01,In-Store
18100,734,23.51,2024-04-16,In-Store
18101,570,38.68,2023-09-28,Online
18102,3187,18.56,2023-08-10,Online
18103,4684,9.96,2021-12-23,Online
18104,189,22.58,2025-09-27,In-Store
18105,2479,39.84,2021-10-20,In-Store
18106,961,44.24,2024-03-07,Online
18107,2653,29.65,2025-10-11,Online
18108,4273,12.46,2025-12-04,In-Store
18109,3921,19.4,2022-07-19,Online
18110,4860,26.92,2022-04-03,Online
18111,2415,58.94,2025-08-20,Online
18112,3309,18.02,2022-08-06,Online
18113,4481,13.67,2021-07-21,Online
18114,3491,43.1,2022-03-24,Online
18115,4824,17.69,2022-05-22,In-Store
18116,1211,36.03,2022-03-23,Online
18117,668,40.24,2021-08-08,Online
18118,730,11.99,2023-11-02,Online
18119,4253,49.63,2024-08-18,Online
18120,268,17.65,2025-05-22,In-Store
18121,4031,13.67,2023-03-25,Online
18122,2304,31.21,2023-06-23,In-Store
18123,3456,25.2,2025-04-05,Online
18124,3716,10.81,2022-04-15,Online
18125,2121,33.99,2022-08-04,In-Store
18126,719,31.85,2022-03-23,Online
18127,3069,28.22,2021-01-09,In-Store
18128,4780,27.61,2025-09-04,Online
18129,129,30.15,2022-03-09,Online
18130,1119,48.38,2025-11-23,Online
18131,4360,29.54,2024-08-18,In-Store
18132,352,16.94,2023-06-10,Online
18133,57,26.32,2024-12-16,Online
18134,4376,33.03,2025-06-13,In-Store
18135,3825,19.51,2022-05-03,In-Store
18136,1253,67.56,2024-10-19,Online
18137,4834,33.56,2022-10-05,In-Store
18138,3562,30.07,2022-07-19,In-Store
18139,589,35.21,2025-07-12,In-Store
18140,2286,30.25,2025-07-04,Online
18141,4317,26.64,2024-06-13,In-Store
18142,3331,24.59,2023-12-11,In-Store
18143,2925,30.67,2024-09-07,Online
18144,2081,34.64,2021-02-17,Online
18145,1225,28.91,2025-06-08,Online
18146,3049,31.47,2021-12-01,Online
18147,754,16.69,2024-10-01,Online
18148,4031,21.23,2023-11-21,In-Store
18149,1039,9.28,2021-11-10,In-Store
18150,594,45.7,2022-01-09,Online
18151,363,52.84,2021-04-24,Online
18152,4055,17.26,2022-02-06,In-Store
18153,2323,11.8,2025-01-18,In-Store
18154,1986,29.36,2025-01-06,Online
18155,2601,34.98,2023-06-25,In-Store
18156,2930,40.43,2022-06-24,Online
18157,4389,41.56,2023-03-18,Online
18158,1704,13.83,2023-11-09,In-Store
18159,928,36.35,2025-06-12,Online
18160,4337,33.35,2025-04-19,Online
18161,2390,56.78,2025-07-08,In-Store
18162,2889,18.58,2021-08-14,Online
18163,775,55.7,2025-09-20,Online
18164,4300,28.94,2023-07-22,Online
18165,4694,32.44,2025-04-22,Online
18166,2227,10.85,2022-04-26,Online
18167,105,18.05,2025-05-16,In-Store
18168,134,53.11,2022-02-28,In-Store
18169,1509,23.84,2025-11-23,Online
18170,2451,45.52,2023-10-25,Online
18171,2156,13.63,2021-10-12,Online
18172,2831,41.41,2024-12-22,Online
18173,1272,16.66,2024-04-17,In-Store
18174,1040,79.99,2024-01-13,Online
18175,4876,66.75,2025-06-03,In-Store
18176,1398,34.78,2024-09-14,Online
18177,4727,53.51,2025-05-09,In-Store
18178,2843,40.51,2024-12-18,Online
18179,353,149.06,2021-06-02,Online
18180,2968,26.96,2025-11-08,Online
18181,4935,32.0,2024-09-22,In-Store
18182,4186,27.04,2023-10-13,In-Store
18183,1518,15.45,2024-01-19,Online
18184,477,12.44,2025-06-19,Online
18185,2285,25.64,2023-02-19,Online
18186,496,23.92,2022-07-27,In-Store
18187,1483,41.06,2025-02-08,Online
18188,4591,31.27,2024-09-15,Online
18189,3259,108.54,2023-08-01,In-Store
18190,3902,10.88,2023-07-22,In-Store
18191,2692,30.34,2023-05-08,Online
18192,827,22.92,2021-05-14,Online
18193,736,48.1,2021-08-14,In-Store
18194,3812,63.34,2021-07-13,In-Store
18195,2141,16.23,2022-09-18,Online
18196,2494,35.37,2021-05-15,Online
18197,883,22.28,2022-09-15,Online
18198,1795,23.1,2021-01-17,Online
18199,652,23.48,2021-08-03,Online
18200,1013,29.62,2023-06-09,In-Store
18201,4430,17.2,2021-11-06,Online
18202,3585,26.48,2021-05-15,Online
18203,4250,19.42,2023-01-21,In-Store
18204,4359,32.44,2023-07-16,Online
18205,2941,27.3,2022-11-12,In-Store
18206,1520,53.69,2022-09-28,Online
18207,2455,57.76,2023-08-11,Online
18208,99,25.88,2023-07-18,In-Store
18209,4065,20.12,2025-12-20,Online
18210,3996,23.15,2025-11-01,In-Store
18211,2537,56.6,2022-03-04,Online
18212,1877,28.35,2023-11-10,In-Store
18213,848,16.54,2021-07-12,Online
18214,380,25.93,2023-11-20,In-Store
18215,1617,21.45,2025-11-12,In-Store
18216,4689,20.44,2024-02-24,Online
18217,347,14.46,2024-11-10,Online
18218,4740,34.52,2025-02-22,In-Store
18219,2639,26.49,2023-07-20,Online
18220,2192,44.53,2025-08-13,In-Store
18221,608,12.25,2025-10-18,In-Store
18222,359,27.54,2023-06-28,Online
18223,2710,21.25,2021-06-23,Online
18224,2983,76.03,2024-09-22,In-Store
18225,2163,73.39,2023-10-14,In-Store
18226,1432,11.21,2021-10-18,Online
18227,73,84.72,2025-11-03,In-Store
18228,1324,21.82,2023-10-24,Online
18229,3575,23.12,2022-06-22,In-Store
18230,3016,10.69,2024-01-16,In-Store
18231,774,37.41,2022-09-23,Online
18232,3952,7.47,2025-07-17,Online
18233,728,27.39,2021-08-01,Online
18234,3963,31.33,2023-11-01,Online
18235,2561,27.63,2021-10-03,In-Store
18236,3585,51.59,2022-09-06,Online
18237,414,19.98,2024-09-10,Online
18238,3695,31.75,2025-11-03,In-Store
18239,3609,18.38,2022-06-25,In-Store
18240,864,28.4,2023-08-26,In-Store
18241,681,65.84,2023-01-28,Online
18242,3731,29.43,2024-11-18,In-Store
18243,2078,66.4,2023-10-28,In-Store
18244,3230,47.98,2021-05-05,Online
18245,51,24.37,2023-11-01,In-Store
18246,906,67.89,2025-12-13,In-Store
18247,3717,34.58,2023-09-30,Online
18248,983,35.88,2022-10-07,Online
18249,404,18.96,2024-02-18,Online
18250,863,68.88,2022-10-19,Online
18251,4145,12.47,2025-07-17,In-Store
18252,1718,7.14,2022-03-22,Online
18253,2646,14.14,2024-10-20,Online
18254,2877,47.1,2021-01-06,Online
18255,1851,32.25,2025-07-02,Online
18256,468,11.12,2023-12-05,Online
18257,1268,15.56,2023-05-21,Online
18258,774,35.88,2023-12-02,In-Store
18259,4544,11.59,2024-09-07,Online
18260,3691,20.16,2025-06-08,Online
18261,4094,60.5,2024-06-22,In-Store
18262,4044,13.71,2025-10-25,In-Store
18263,11,51.78,2022-06-18,Online
18264,3733,13.32,2023-11-25,Online
18265,2400,29.52,2022-08-21,Online
18266,3860,38.68,2021-07-24,Online
18267,4799,11.91,2024-06-15,In-Store
18268,1776,30.46,2024-03-26,Online
18269,3008,29.01,2023-08-26,Online
18270,1522,24.26,2025-09-27,In-Store
18271,4456,45.67,2021-01-23,In-Store
18272,1254,25.13,2023-10-12,Online
18273,1744,11.72,2021-11-07,Online
18274,4426,71.54,2022-03-19,In-Store
18275,506,57.61,2023-05-02,In-Store
18276,2462,27.35,2021-12-24,Online
18277,2899,48.38,2021-01-23,Online
18278,2886,25.95,2024-06-09,Online
18279,592,23.42,2024-02-25,Online
18280,193,32.24,2025-06-14,Online
18281,2079,37.69,2025-08-16,Online
18282,2256,23.42,2024-04-03,In-Store
18283,4711,48.65,2023-12-07,Online
18284,3766,17.48,2022-12-15,Online
18285,2984,35.31,2023-04-18,Online
18286,1042,38.22,2021-07-17,Online
18287,4496,30.09,2022-10-12,In-Store
18288,958,29.75,2022-04-16,In-Store
18289,4732,9.75,2024-09-10,In-Store
18290,4725,25.01,2025-04-19,In-Store
18291,4897,40.09,2023-03-06,In-Store
18292,1412,8.44,2021-09-08,In-Store
18293,680,24.62,2024-07-22,Online
18294,3135,49.37,2021-05-13,Online
18295,2113,17.29,2025-03-08,Online
18296,1936,31.54,2023-04-25,Online
18297,2773,25.49,2024-11-14,Online
18298,3448,19.45,2025-02-15,Online
18299,1653,46.39,2024-10-13,Online
18300,1669,112.14,2023-07-08,In-Store
18301,3034,26.71,2024-09-19,In-Store
18302,359,39.56,2022-10-23,Online
18303,3504,26.97,2024-03-23,In-Store
18304,3980,26.7,2024-10-21,Online
18305,4384,26.55,2021-03-01,Online
18306,3756,10.96,2023-11-27,Online
18307,2529,58.46,2025-01-23,Online
18308,4357,28.03,2025-01-16,Online
18309,2446,62.7,2024-08-27,Online
18310,3921,40.35,2022-04-21,Online
18311,320,17.2,2023-06-01,In-Store
18312,3544,33.15,2023-10-02,In-Store
18313,418,11.99,2022-03-07,Online
18314,139,61.24,2023-09-26,Online
18315,2505,36.77,2022-09-10,Online
18316,591,16.38,2024-05-11,Online
18317,1618,34.6,2022-10-24,Online
18318,3857,28.83,2021-04-04,Online
18319,2739,19.76,2025-07-01,Online
18320,3662,19.97,2023-12-16,In-Store
18321,3902,32.4,2024-09-14,Online
18322,2388,44.99,2021-05-15,Online
18323,4935,25.52,2025-12-14,Online
18324,1001,19.13,2024-10-27,Online
18325,422,30.66,2021-10-03,In-Store
18326,1585,22.82,2024-09-24,In-Store
18327,3799,16.17,2025-07-11,In-Store
18328,482,33.94,2025-02-01,In-Store
18329,2318,35.65,2025-04-05,In-Store
18330,2842,14.62,2024-07-28,Online
18331,4022,15.66,2022-04-19,Online
18332,4221,58.0,2022-12-16,Online
18333,1174,31.75,2021-05-29,In-Store
18334,1362,6.26,2025-01-02,Online
18335,3416,33.97,2023-10-26,Online
18336,4289,41.93,2023-06-14,In-Store
18337,829,27.42,2023-02-02,In-Store
18338,3612,20.99,2024-07-15,Online
18339,1167,52.73,2024-10-25,Online
18340,891,120.92,2025-01-04,Online
18341,1681,25.55,2024-02-17,In-Store
18342,3959,15.13,2024-01-03,Online
18343,3703,42.82,2025-08-19,Online
18344,2380,15.96,2025-03-08,Online
18345,3571,33.69,2024-10-10,Online
18346,2024,37.61,2024-07-21,Online
18347,1043,27.2,2023-12-16,Online
18348,4204,34.6,2021-02-06,In-Store
18349,270,13.49,2021-01-05,Online
18350,4493,34.5,2025-04-24,Online
18351,3930,9.55,2025-12-05,Online
18352,3615,22.08,2024-05-11,Online
18353,2832,15.37,2021-11-07,Online
18354,4032,13.58,2025-04-16,In-Store
18355,142,39.78,2021-05-23,Online
18356,2947,77.39,2021-11-02,Online
18357,1291,65.53,2021-08-14,Online
18358,3190,46.63,2023-10-21,Online
18359,3368,14.33,2022-07-09,Online
18360,1064,52.37,2024-10-23,Online
18361,757,32.58,2024-12-09,Online
18362,2931,108.63,2024-07-16,Online
18363,4702,26.28,2025-10-23,Online
18364,3309,15.17,2023-05-06,In-Store
18365,2414,25.06,2024-07-24,In-Store
18366,4681,22.22,2025-03-03,Online
18367,4070,19.62,2023-12-08,In-Store
18368,3660,11.76,2022-04-14,In-Store
18369,2176,90.23,2025-04-24,Online
18370,2449,19.24,2022-08-06,Online
18371,1311,12.52,2024-07-01,Online
18372,4064,29.27,2024-07-02,Online
18373,1419,8.31,2023-11-07,In-Store
18374,3522,21.69,2021-11-25,In-Store
18375,4364,21.83,2022-11-19,Online
18376,2750,17.18,2021-11-27,Online
18377,766,18.3,2021-04-24,Online
18378,126,32.92,2022-04-20,In-Store
18379,3359,13.21,2025-04-11,In-Store
18380,1109,10.67,2022-04-30,Online
18381,191,29.76,2023-10-23,In-Store
18382,1702,12.41,2021-12-01,Online
18383,2902,10.36,2024-11-11,Online
18384,2745,35.81,2021-05-02,In-Store
18385,823,25.42,2025-04-20,Online
18386,3004,31.46,2023-10-11,In-Store
18387,2050,26.96,2023-08-06,In-Store
